v1	V(vo)
1.000000000000000e+00	1.877290e-01
1.100000000000000e+00	3.572023e-01
1.200000000000000e+00	4.637716e-01
1.300000000000000e+00	5.578303e-01
1.400000000000000e+00	6.516113e-01
1.500000000000000e+00	7.458383e-01
1.600000000000001e+00	8.404042e-01
1.700000000000001e+00	9.352314e-01
1.800000000000001e+00	1.030256e+00
1.900000000000001e+00	1.125432e+00
2.000000000000001e+00	1.220723e+00
2.100000000000001e+00	1.316101e+00
2.200000000000001e+00	1.411542e+00
2.300000000000001e+00	1.507027e+00
2.400000000000001e+00	1.602538e+00
2.500000000000001e+00	1.698063e+00
2.600000000000001e+00	1.793588e+00
2.700000000000002e+00	1.889101e+00
2.800000000000002e+00	1.984593e+00
2.900000000000002e+00	2.080055e+00
3.000000000000002e+00	2.175478e+00
3.100000000000002e+00	2.270856e+00
3.200000000000002e+00	2.366180e+00
3.300000000000002e+00	2.461447e+00
3.400000000000002e+00	2.556650e+00
3.500000000000002e+00	2.651783e+00
3.600000000000002e+00	2.746837e+00
3.700000000000002e+00	2.841790e+00
3.800000000000002e+00	2.936556e+00
3.900000000000003e+00	3.030820e+00
4.000000000000003e+00	3.123384e+00
4.100000000000002e+00	3.210392e+00
4.200000000000002e+00	3.274684e+00
4.300000000000002e+00	3.289965e+00
4.400000000000001e+00	3.291225e+00
4.500000000000001e+00	3.291899e+00
4.600000000000001e+00	3.292533e+00
4.700000000000000e+00	3.293159e+00
4.800000000000000e+00	3.293780e+00
4.899999999999999e+00	3.294398e+00
4.999999999999999e+00	3.295010e+00
5.099999999999999e+00	3.295615e+00
5.199999999999998e+00	3.296212e+00
5.299999999999998e+00	3.296799e+00
5.399999999999998e+00	3.297371e+00
5.499999999999997e+00	3.297925e+00
5.599999999999997e+00	3.298455e+00
5.699999999999997e+00	3.298954e+00
5.799999999999996e+00	3.299414e+00
5.899999999999996e+00	3.299829e+00
5.999999999999996e+00	3.300192e+00
6.099999999999995e+00	3.300498e+00
6.199999999999995e+00	3.300747e+00
6.299999999999994e+00	3.300940e+00
6.399999999999994e+00	3.301078e+00
6.499999999999994e+00	3.301167e+00
6.599999999999993e+00	3.301212e+00
6.699999999999993e+00	3.301219e+00
6.799999999999993e+00	3.301191e+00
6.899999999999992e+00	3.301134e+00
6.999999999999992e+00	3.301052e+00
7.099999999999992e+00	3.300949e+00
7.199999999999991e+00	3.300826e+00
7.299999999999991e+00	3.300688e+00
7.399999999999991e+00	3.300537e+00
7.499999999999990e+00	3.300373e+00
7.599999999999990e+00	3.300200e+00
7.699999999999990e+00	3.300017e+00
7.799999999999989e+00	3.299828e+00
7.899999999999989e+00	3.299632e+00
7.999999999999988e+00	3.299430e+00
8.099999999999989e+00	3.299224e+00
8.199999999999989e+00	3.299014e+00
8.299999999999988e+00	3.298800e+00
8.399999999999988e+00	3.298585e+00
8.499999999999988e+00	3.298367e+00
8.599999999999987e+00	3.298147e+00
8.699999999999987e+00	3.297926e+00
8.799999999999986e+00	3.297705e+00
8.899999999999986e+00	3.297483e+00
8.999999999999986e+00	3.297261e+00
9.099999999999985e+00	3.297040e+00
9.199999999999985e+00	3.296820e+00
9.299999999999985e+00	3.296600e+00
9.399999999999984e+00	3.296382e+00
9.499999999999984e+00	3.296166e+00
9.599999999999984e+00	3.295952e+00
9.699999999999983e+00	3.295740e+00
9.799999999999983e+00	3.295531e+00
9.899999999999983e+00	3.295325e+00
1.000000000000000e+01	3.295122e+00
