Freq.	Vn001)
1.00000000000000e+01	6.65579844202825e+01	-2.42517489558336e-03
1.00200000000000e+04	6.65526613684435e+01	-2.42927014739001e+00
2.00300000000000e+04	6.65367476837480e+01	-4.85160575307572e+00
3.00400000000000e+04	6.65103452147460e+01	-7.26498755434933e+00
4.00500000000000e+04	6.64736211235840e+01	-9.66508985024209e+00
5.00600000000000e+04	6.64268041985515e+01	-1.20477600393478e+01
6.00700000000000e+04	6.63701799368317e+01	-1.44090673634532e+01
7.00800000000000e+04	6.63040846083124e+01	-1.67453446915974e+01
8.00900000000000e+04	6.62288985548685e+01	-1.90532224073485e+01
9.01000000000000e+04	6.61450389889362e+01	-2.13296538766063e+01
1.00110000000000e+05	6.60529525557428e+01	-2.35719323862137e+01
1.10120000000000e+05	6.59531079072324e+01	-2.57776998181765e+01
1.20130000000000e+05	6.58459885083564e+01	-2.79449476418001e+01
1.30140000000000e+05	6.57320858579899e+01	-3.00720110425222e+01
1.40150000000000e+05	6.56118932684348e+01	-3.21575571765296e+01
1.50160000000000e+05	6.54859003042819e+01	-3.42005686251099e+01
1.60170000000000e+05	6.53545879402121e+01	-3.62003231365251e+01
1.70180000000000e+05	6.52184244643312e+01	-3.81563707169038e+01
1.80190000000000e+05	6.50778621202104e+01	-4.00685090411262e+01
1.90200000000000e+05	6.49333344574439e+01	-4.19367580481617e+01
2.00210000000000e+05	6.47852543418740e+01	-4.37613344567389e+01
2.10220000000000e+05	6.46340125651184e+01	-4.55426268093107e+01
2.20230000000000e+05	6.44799769842175e+01	-4.72811715143440e+01
2.30240000000000e+05	6.43234921201054e+01	-4.89776302388255e+01
2.40250000000000e+05	6.41648791445815e+01	-5.06327688975050e+01
2.50260000000000e+05	6.40044361870206e+01	-5.22474383820640e+01
2.60270000000000e+05	6.38424388992869e+01	-5.38225571105040e+01
2.70280000000000e+05	6.36791412194487e+01	-5.53590953871139e+01
2.80290000000000e+05	6.35147762876809e+01	-5.68580615601299e+01
2.90300000000000e+05	6.33495574664356e+01	-5.83204898682727e+01
3.00310000000000e+05	6.31836794309628e+01	-5.97474298984488e+01
3.10320000000000e+05	6.30173192980978e+01	-6.11399375287015e+01
3.20330000000000e+05	6.28506377674949e+01	-6.24990672245232e+01
3.30340000000000e+05	6.26837802559407e+01	-6.38258655668318e+01
3.40350000000000e+05	6.25168780087347e+01	-6.51213658826158e+01
3.50360000000000e+05	6.23500491754661e+01	-6.63865838476654e+01
3.60370000000000e+05	6.21833998421049e+01	-6.76225139518609e+01
3.70380000000000e+05	6.20170250130594e+01	-6.88301267162209e+01
3.80390000000000e+05	6.18510095388754e+01	-7.00103665564356e+01
3.90400000000000e+05	6.16854289881989e+01	-7.11641502113895e+01
4.00410000000000e+05	6.15203504626927e+01	-7.22923656478046e+01
4.10420000000000e+05	6.13558333554454e+01	-7.33958713699755e+01
4.20430000000000e+05	6.11919300541345e+01	-7.44754960703395e+01
4.30440000000000e+05	6.10286865906766e+01	-7.55320385625745e+01
4.40450000000000e+05	6.08661432400994e+01	-7.65662679547905e+01
4.50460000000000e+05	6.07043350703059e+01	-7.75789240050316e+01
4.60470000000000e+05	6.05432924466288e+01	-7.85707176404854e+01
4.70480000000000e+05	6.03830414930520e+01	-7.95423315921802e+01
4.80490000000000e+05	6.02236045134085e+01	-8.04944211245109e+01
4.90500000000000e+05	6.00650003757236e+01	-8.14276148441050e+01
5.00510000000000e+05	5.99072448616078e+01	-8.23425155508956e+01
5.10520000000000e+05	5.97503509841129e+01	-8.32397011300318e+01
5.20530000000000e+05	5.95943292762472e+01	-8.41197254641633e+01
5.30540000000000e+05	5.94391880527050e+01	-8.49831193585113e+01
5.40550000000000e+05	5.92849336468004e+01	-8.58303914627988e+01
5.50560000000000e+05	5.91315706249901e+01	-8.66620291892863e+01
5.60570000000000e+05	5.89791019807404e+01	-8.74784996153051e+01
5.70580000000000e+05	5.88275293098218e+01	-8.82802503734184e+01
5.80590000000000e+05	5.86768529683067e+01	-8.90677105133887e+01
5.90600000000000e+05	5.85270722151581e+01	-8.98412913427441e+01
6.00610000000000e+05	5.83781853407716e+01	-9.06013872435332e+01
6.10620000000000e+05	5.82301897825239e+01	-9.13483764535499e+01
6.20630000000000e+05	5.80830822289103e+01	-9.20826218259745e+01
6.30640000000000e+05	5.79368587130142e+01	-9.28044715536084e+01
6.40650000000000e+05	5.77915146965447e+01	-9.35142598671017e+01
6.50660000000000e+05	5.76470451451700e+01	-9.42123076993849e+01
6.60670000000000e+05	5.75034445961532e+01	-9.48989233260504e+01
6.70680000000000e+05	5.73607072188027e+01	-9.55744029684584e+01
6.80690000000000e+05	5.72188268687129e+01	-9.62390313784965e+01
6.90700000000000e+05	5.70777971361095e+01	-9.68930823854327e+01
7.00710000000000e+05	5.69376113891169e+01	-9.75368194242549e+01
7.10720000000000e+05	5.67982628122960e+01	-9.81704960338940e+01
7.20730000000000e+05	5.66597444409643e+01	-9.87943563306225e+01
7.30740000000000e+05	5.65220491917394e+01	-9.94086354596995e+01
7.40750000000000e+05	5.63851698896323e+01	-1.00013560020958e+02
7.50760000000000e+05	5.62490992920936e+01	-1.00609348476603e+02
7.60770000000000e+05	5.61138301102555e+01	-1.01196211533450e+02
7.70780000000000e+05	5.59793550277075e+01	-1.01774352508568e+02
7.80790000000000e+05	5.58456667170219e+01	-1.02343967674287e+02
7.90800000000000e+05	5.57127578542745e+01	-1.02905246586525e+02
8.00810000000000e+05	5.55806211317604e+01	-1.03458372393895e+02
8.10820000000000e+05	5.54492492690964e+01	-1.04003522131654e+02
8.20830000000000e+05	5.53186350228668e+01	-1.04540867001352e+02
8.30840000000000e+05	5.51887711949817e+01	-1.05070572633368e+02
8.40850000000000e+05	5.50596506398686e+01	-1.05592799337870e+02
8.50860000000000e+05	5.49312662706337e+01	-1.06107702340376e+02
8.60870000000000e+05	5.48036110642934e+01	-1.06615432006948e+02
