time	V(n002)
0.000000000000000e+00	4.972363e+00
4.325801238750464e-02	4.972356e+00
8.651602477500929e-02	4.972348e+00
1.297740371625139e-01	4.972340e+00
1.730320495500186e-01	4.972331e+00
2.162900619375232e-01	4.972320e+00
2.595480743250279e-01	4.972309e+00
3.028060867125324e-01	4.972297e+00
3.312658796812825e-01	4.972288e+00
3.597256726500326e-01	4.972278e+00
3.881854656187826e-01	4.972267e+00
4.166452585875327e-01	4.972255e+00
4.451050515562828e-01	4.972241e+00
4.735648445250329e-01	4.972227e+00
5.020246374937829e-01	4.972211e+00
5.214163591734704e-01	4.972199e+00
5.408080808531580e-01	4.972185e+00
5.601998025328456e-01	4.972170e+00
5.795915242125331e-01	4.972154e+00
5.989832458922206e-01	4.972135e+00
6.183749675719082e-01	4.972116e+00
6.377666892515957e-01	4.972094e+00
6.511595330015958e-01	4.972078e+00
6.645523767515958e-01	4.972059e+00
6.779452205015959e-01	4.972039e+00
6.913380642515959e-01	4.972015e+00
7.047309080015960e-01	4.971990e+00
7.181237517515959e-01	4.971962e+00
7.315165955015960e-01	4.971932e+00
7.410031931578460e-01	4.971909e+00
7.504897908140961e-01	4.971883e+00
7.599763884703461e-01	4.971853e+00
7.694629861265961e-01	4.971821e+00
7.789495837828461e-01	4.971785e+00
7.884361814390961e-01	4.971746e+00
7.979227790953461e-01	4.971703e+00
8.047587097594087e-01	4.971670e+00
8.115946404234712e-01	4.971632e+00
8.184305710875337e-01	4.971589e+00
8.252665017515962e-01	4.971541e+00
8.321024324156587e-01	4.971489e+00
8.389383630797212e-01	4.971433e+00
8.457742937437838e-01	4.971371e+00
8.507966101500338e-01	4.971322e+00
8.558189265562838e-01	4.971266e+00
8.608412429625338e-01	4.971202e+00
8.658635593687838e-01	4.971132e+00
8.708858757750338e-01	4.971055e+00
8.759081921812839e-01	4.970971e+00
8.809305085875339e-01	4.970880e+00
8.845577371031589e-01	4.970808e+00
8.881849656187839e-01	4.970726e+00
8.918121941344089e-01	4.970635e+00
8.954394226500338e-01	4.970534e+00
8.990666511656589e-01	4.970423e+00
9.026938796812839e-01	4.970302e+00
9.063211081969089e-01	4.970172e+00
9.091112839781589e-01	4.970063e+00
9.119014597594089e-01	4.969939e+00
9.146916355406589e-01	4.969799e+00
9.174818113219090e-01	4.969645e+00
9.202719871031589e-01	4.969476e+00
9.230621628844090e-01	4.969291e+00
9.258523386656590e-01	4.969091e+00
9.279449705015965e-01	4.968928e+00
9.300376023375340e-01	4.968742e+00
9.321302341734715e-01	4.968535e+00
9.342228660094090e-01	4.968305e+00
9.363154978453465e-01	4.968053e+00
9.384081296812840e-01	4.967779e+00
9.405007615172215e-01	4.967483e+00
9.434304460875340e-01	4.966996e+00
9.463601306578465e-01	4.966421e+00
9.473366921812840e-01	4.966207e+00
9.483132537047215e-01	4.965979e+00
9.492898152281590e-01	4.965735e+00
9.502663767515965e-01	4.965477e+00
9.512429382750340e-01	4.965201e+00
9.522194997984715e-01	4.964906e+00
9.531960613219090e-01	4.964589e+00
9.541726228453465e-01	4.964247e+00
9.551491843687840e-01	4.963873e+00
9.561257458922215e-01	4.963453e+00
9.571023074156590e-01	4.962951e+00
9.580788689390966e-01	4.962265e+00
9.590554304625341e-01	4.961232e+00
9.596098951385471e-01	4.960332e+00
9.599278740768433e-01	4.959020e+00
9.602357419762473e-01	4.950822e+00
9.603742232110951e-01	4.935999e+00
9.604656267698765e-01	4.917558e+00
9.605578986689002e-01	4.894484e+00
9.606528480703310e-01	4.868544e+00
9.607388135332285e-01	4.843173e+00
9.608791474587489e-01	4.798176e+00
9.610278335801644e-01	4.745703e+00
9.611843606163992e-01	4.684335e+00
9.613485351475081e-01	4.613816e+00
9.615079984799464e-01	4.540790e+00
9.617314217293648e-01	4.435671e+00
9.620768949313684e-01	4.276028e+00
9.626756410412254e-01	4.017514e+00
9.636233796660765e-01	3.648696e+00
9.645999411895140e-01	3.313354e+00
9.655765027129515e-01	3.019730e+00
9.665530642363890e-01	2.760785e+00
9.675296257598265e-01	2.530735e+00
9.685061872832640e-01	2.325000e+00
9.694827488067015e-01	2.139935e+00
9.704593103301390e-01	1.972584e+00
9.714358718535765e-01	1.820548e+00
9.724124333770140e-01	1.681843e+00
9.733889949004515e-01	1.554835e+00
9.743655564238890e-01	1.438151e+00
9.753421179473265e-01	1.330643e+00
9.763186794707640e-01	1.231334e+00
9.772952409942015e-01	1.139390e+00
9.782718025176390e-01	1.054083e+00
9.792483640410765e-01	9.747772e-01
9.802249255645140e-01	9.008991e-01
9.812014870879515e-01	8.319331e-01
9.821780486113890e-01	7.674021e-01
9.831546101348265e-01	7.068684e-01
9.841311716582640e-01	6.499231e-01
9.851077331817015e-01	5.961920e-01
9.860842947051390e-01	5.453289e-01
9.870608562285765e-01	4.970219e-01
9.880374177520140e-01	4.509872e-01
9.890139792754515e-01	4.069739e-01
9.899905407988890e-01	3.647572e-01
9.909671023223265e-01	3.241411e-01
9.919436638457640e-01	2.849514e-01
9.929202253692015e-01	2.470374e-01
9.938967868926391e-01	2.102655e-01
9.948733484160766e-01	1.745201e-01
9.958499099395141e-01	1.396990e-01
9.968264714629516e-01	1.057128e-01
9.978030329863891e-01	7.248245e-02
9.987795945098266e-01	3.993830e-02
9.997561560332641e-01	7.912425e-03
9.999990000000000e-01	3.222221e-05
