time	I(Rl)
0.000000000000000e+00	5.000880e-01
3.572453777812962e-02	5.180506e-01
7.144907555625925e-02	5.379618e-01
1.071736133343889e-01	5.598216e-01
1.428981511125185e-01	5.836299e-01
1.786226888906481e-01	6.093869e-01
2.143472266687778e-01	6.370924e-01
2.500717644469073e-01	6.667465e-01
2.756018728453448e-01	6.896038e-01
3.011319812437824e-01	7.147659e-01
3.266620896422200e-01	7.422329e-01
3.521921980406575e-01	7.720047e-01
3.777223064390951e-01	8.040814e-01
4.032524148375327e-01	8.384630e-01
4.287825232359702e-01	8.751495e-01
4.471976833922203e-01	9.035954e-01
4.656128435484703e-01	9.346871e-01
4.840280037047204e-01	9.684244e-01
5.024431638609704e-01	1.004807e+00
5.208583240172204e-01	1.043836e+00
5.392734841734705e-01	1.085510e+00
5.576886443297205e-01	1.129830e+00
5.655011365172206e-01	1.149996e+00
5.733136287047206e-01	1.171015e+00
5.811261208922206e-01	1.192888e+00
5.889386130797206e-01	1.215616e+00
5.967511052672206e-01	1.239197e+00
6.045635974547207e-01	1.263632e+00
6.123760896422207e-01	1.288922e+00
6.146082302672207e-01	1.296368e+00
6.168403708922207e-01	1.303904e+00
6.190725115172206e-01	1.311531e+00
6.213046521422207e-01	1.319248e+00
6.235367927672207e-01	1.327055e+00
6.257689333922207e-01	1.334953e+00
6.280010740172207e-01	1.342942e+00
6.309307585875332e-01	1.353578e+00
6.338604431578457e-01	1.364384e+00
6.358135662047207e-01	1.371684e+00
6.377666892515957e-01	1.379063e+00
6.397198122984707e-01	1.386521e+00
6.416729353453458e-01	1.394060e+00
6.426494968687833e-01	1.397861e+00
6.436260583922208e-01	1.401682e+00
6.446026199156583e-01	1.405524e+00
6.455791814390958e-01	1.409387e+00
6.465557429625333e-01	1.413272e+00
6.475323044859708e-01	1.417177e+00
6.485088660094083e-01	1.421105e+00
6.494854275328458e-01	1.425054e+00
6.504619890562833e-01	1.429026e+00
6.514385505797208e-01	1.433019e+00
6.524151121031583e-01	1.437035e+00
6.533916736265958e-01	1.441074e+00
6.543682351500333e-01	1.445135e+00
6.553447966734708e-01	1.449219e+00
6.563213581969083e-01	1.453326e+00
6.572979197203458e-01	1.457456e+00
6.582744812437833e-01	1.461610e+00
6.592510427672208e-01	1.465788e+00
6.602276042906583e-01	1.469990e+00
6.612041658140958e-01	1.474215e+00
6.621807273375333e-01	1.478465e+00
6.631572888609708e-01	1.482740e+00
6.641338503844083e-01	1.487038e+00
6.648204891582717e-01	1.490074e+00
6.655563021174359e-01	1.493343e+00
6.665328636408734e-01	1.497444e+00
6.674171424628393e-01	1.499737e+00
6.683937039862768e-01	1.499708e+00
6.693210656891653e-01	1.498085e+00
6.702976272126028e-01	1.495747e+00
6.712741887360403e-01	1.493047e+00
6.722507502594778e-01	1.489990e+00
6.732273117829153e-01	1.486523e+00
6.742038733063528e-01	1.482566e+00
6.751804348297903e-01	1.478022e+00
6.761569963532278e-01	1.472780e+00
6.771335578766653e-01	1.466727e+00
6.781101194001028e-01	1.459772e+00
6.790866809235403e-01	1.451870e+00
