v1	V(vo)
1.000000000000000e+00	1.877104e-01
1.100000000000000e+00	3.571897e-01
1.200000000000000e+00	4.638515e-01
1.300000000000000e+00	5.578189e-01
1.400000000000000e+00	6.515994e-01
1.500000000000000e+00	7.458258e-01
1.600000000000001e+00	8.403912e-01
1.700000000000001e+00	9.352179e-01
1.800000000000001e+00	1.030242e+00
1.900000000000001e+00	1.125417e+00
2.000000000000001e+00	1.220708e+00
2.100000000000001e+00	1.316085e+00
2.200000000000001e+00	1.411525e+00
2.300000000000001e+00	1.507010e+00
2.400000000000001e+00	1.602521e+00
2.500000000000001e+00	1.698045e+00
2.600000000000001e+00	1.793569e+00
2.700000000000002e+00	1.889082e+00
2.800000000000002e+00	1.984574e+00
2.900000000000002e+00	2.080035e+00
3.000000000000002e+00	2.175458e+00
3.100000000000002e+00	2.270835e+00
3.200000000000002e+00	2.366160e+00
3.300000000000002e+00	2.461426e+00
3.400000000000002e+00	2.556629e+00
3.500000000000002e+00	2.651764e+00
3.600000000000002e+00	2.746827e+00
3.700000000000002e+00	2.841816e+00
3.800000000000002e+00	2.936729e+00
3.900000000000003e+00	3.031564e+00
4.000000000000003e+00	3.126321e+00
4.100000000000002e+00	3.221001e+00
4.200000000000002e+00	3.315606e+00
4.300000000000002e+00	3.410138e+00
4.400000000000001e+00	3.504601e+00
4.500000000000001e+00	3.599001e+00
4.600000000000001e+00	3.693345e+00
4.700000000000000e+00	3.787642e+00
4.800000000000000e+00	3.881903e+00
4.899999999999999e+00	3.976145e+00
4.999999999999999e+00	4.070385e+00
5.099999999999999e+00	4.164647e+00
5.199999999999998e+00	4.258957e+00
5.299999999999998e+00	4.353336e+00
5.399999999999998e+00	4.447781e+00
5.499999999999997e+00	4.542210e+00
5.599999999999997e+00	4.636351e+00
5.699999999999997e+00	4.729531e+00
5.799999999999996e+00	4.820187e+00
5.899999999999996e+00	4.905311e+00
5.999999999999996e+00	4.974061e+00
6.099999999999995e+00	4.998121e+00
6.199999999999995e+00	4.999838e+00
6.299999999999994e+00	5.000204e+00
6.399999999999994e+00	5.000417e+00
6.499999999999994e+00	5.000576e+00
6.599999999999993e+00	5.000690e+00
6.699999999999993e+00	5.000763e+00
6.799999999999993e+00	5.000803e+00
6.899999999999992e+00	5.000811e+00
6.999999999999992e+00	5.000794e+00
7.099999999999992e+00	5.000754e+00
7.199999999999991e+00	5.000696e+00
7.299999999999991e+00	5.000620e+00
7.399999999999991e+00	5.000531e+00
7.499999999999990e+00	5.000429e+00
7.599999999999990e+00	5.000316e+00
7.699999999999990e+00	5.000195e+00
7.799999999999989e+00	5.000065e+00
7.899999999999989e+00	4.999928e+00
7.999999999999988e+00	4.999785e+00
8.099999999999989e+00	4.999638e+00
8.199999999999989e+00	4.999485e+00
8.299999999999988e+00	4.999330e+00
8.399999999999988e+00	4.999170e+00
8.499999999999988e+00	4.999009e+00
8.599999999999987e+00	4.998845e+00
8.699999999999987e+00	4.998679e+00
8.799999999999986e+00	4.998512e+00
8.899999999999986e+00	4.998344e+00
8.999999999999986e+00	4.998176e+00
9.099999999999985e+00	4.998006e+00
9.199999999999985e+00	4.997838e+00
9.299999999999985e+00	4.997669e+00
9.399999999999984e+00	4.997501e+00
9.499999999999984e+00	4.997334e+00
9.599999999999984e+00	4.997168e+00
9.699999999999983e+00	4.997004e+00
9.799999999999983e+00	4.996841e+00
9.899999999999983e+00	4.996680e+00
1.000000000000000e+01	4.996521e+00
