v1	-100*((V(vo)*I(RL))/(V(Vreg)*I(V1)))
1.000000000000000e+00	1.567153e+01
1.100000000000000e+00	3.039410e+01
1.200000000000000e+00	3.669742e+01
1.300000000000000e+00	4.092595e+01
1.400000000000000e+00	4.454420e+01
1.500000000000000e+00	4.771207e+01
1.600000000000001e+00	5.050560e+01
1.700000000000001e+00	5.298558e+01
1.800000000000001e+00	5.520081e+01
1.900000000000001e+00	5.719062e+01
2.000000000000001e+00	5.898708e+01
2.100000000000001e+00	6.061651e+01
2.200000000000001e+00	6.210064e+01
2.300000000000001e+00	6.345766e+01
2.400000000000001e+00	6.470277e+01
2.500000000000001e+00	6.584890e+01
2.600000000000001e+00	6.690699e+01
2.700000000000002e+00	6.788645e+01
2.800000000000002e+00	6.879540e+01
2.900000000000002e+00	6.964082e+01
3.000000000000002e+00	7.042882e+01
3.100000000000002e+00	7.116474e+01
3.200000000000002e+00	7.185325e+01
3.300000000000002e+00	7.249851e+01
3.400000000000002e+00	7.310416e+01
3.500000000000002e+00	7.367348e+01
3.600000000000002e+00	7.420937e+01
3.700000000000002e+00	7.471445e+01
3.800000000000002e+00	7.519107e+01
3.900000000000003e+00	7.564135e+01
4.000000000000003e+00	7.606725e+01
4.100000000000002e+00	7.647050e+01
4.200000000000002e+00	7.685273e+01
4.300000000000002e+00	7.721538e+01
4.400000000000001e+00	7.755986e+01
4.500000000000001e+00	7.788739e+01
4.600000000000001e+00	7.819913e+01
4.700000000000000e+00	7.849615e+01
4.800000000000000e+00	7.877945e+01
4.899999999999999e+00	7.904992e+01
4.999999999999999e+00	7.930841e+01
5.099999999999999e+00	7.955566e+01
5.199999999999998e+00	7.979232e+01
5.299999999999998e+00	8.001882e+01
5.399999999999998e+00	8.023528e+01
5.499999999999997e+00	8.044107e+01
5.599999999999997e+00	8.063403e+01
5.699999999999997e+00	8.080893e+01
5.799999999999996e+00	8.095541e+01
5.899999999999996e+00	8.104667e+01
5.999999999999996e+00	8.103645e+01
6.099999999999995e+00	8.071655e+01
6.199999999999995e+00	7.968873e+01
6.299999999999994e+00	7.841744e+01
6.399999999999994e+00	7.720691e+01
6.499999999999994e+00	7.601706e+01
6.599999999999993e+00	7.486272e+01
6.699999999999993e+00	7.374240e+01
6.799999999999993e+00	7.265502e+01
6.899999999999992e+00	7.159911e+01
6.999999999999992e+00	7.057335e+01
7.099999999999992e+00	6.957645e+01
7.199999999999991e+00	6.860721e+01
7.299999999999991e+00	6.766450e+01
7.399999999999991e+00	6.674725e+01
7.499999999999990e+00	6.585445e+01
7.599999999999990e+00	6.498510e+01
7.699999999999990e+00	6.413833e+01
7.799999999999989e+00	6.331325e+01
7.899999999999989e+00	6.250903e+01
7.999999999999988e+00	6.172491e+01
8.099999999999989e+00	6.096013e+01
8.199999999999989e+00	6.021401e+01
8.299999999999988e+00	5.948583e+01
8.399999999999988e+00	5.877499e+01
8.499999999999988e+00	5.808086e+01
8.599999999999987e+00	5.740286e+01
8.699999999999987e+00	5.674044e+01
8.799999999999986e+00	5.609306e+01
8.899999999999986e+00	5.546023e+01
8.999999999999986e+00	5.484144e+01
9.099999999999985e+00	5.423624e+01
9.199999999999985e+00	5.364419e+01
9.299999999999985e+00	5.306486e+01
9.399999999999984e+00	5.249785e+01
9.499999999999984e+00	5.194276e+01
9.599999999999984e+00	5.139923e+01
9.699999999999983e+00	5.086689e+01
9.799999999999983e+00	5.034540e+01
9.899999999999983e+00	4.983444e+01
1.000000000000000e+01	4.933366e+01
