time	V(vo)
0.000000000000000e+00	6.059710e-05
1.000000000000000e-03	6.059710e-05
1.000097567076053e-03	6.060376e-05
1.000292701228159e-03	6.061606e-05
1.000581520816764e-03	6.063200e-05
1.000872090410571e-03	6.064569e-05
1.001388552781327e-03	6.066673e-05
1.001936456321941e-03	6.068659e-05
1.002833296631873e-03	6.071607e-05
1.003843120994599e-03	6.074695e-05
1.005469842151496e-03	6.079395e-05
1.007289133731977e-03	6.084450e-05
1.010036566656629e-03	6.091873e-05
1.013289502093729e-03	6.100473e-05
1.018694651593441e-03	6.114387e-05
1.026770739985452e-03	6.134411e-05
1.031311107778629e-03	6.144192e-05
1.035776021313511e-03	6.149690e-05
1.038425059654659e-03	6.146653e-05
1.040349925691756e-03	6.135066e-05
1.041986628402514e-03	6.111661e-05
1.043598100574103e-03	6.074325e-05
1.044390260102683e-03	6.053550e-05
1.044979713377716e-03	6.042386e-05
1.045594527986628e-03	6.039211e-05
1.046284912173302e-03	6.043078e-05
1.046721971311313e-03	6.047093e-05
1.047190236326876e-03	6.050794e-05
1.047714583867687e-03	6.053814e-05
1.048419933586572e-03	6.057018e-05
1.049179614358124e-03	6.060235e-05
1.049923481366292e-03	6.063558e-05
1.050723886258265e-03	6.067430e-05
1.051471298651284e-03	6.071398e-05
1.052358174746638e-03	6.076749e-05
1.053509269941231e-03	6.085048e-05
1.055350056263523e-03	6.101576e-05
1.057527271955753e-03	6.127176e-05
1.060725748091927e-03	6.178375e-05
1.064744380715031e-03	6.276716e-05
1.071197065746313e-03	6.713709e-05
1.078061875027814e-03	8.785791e-05
1.081818361784753e-03	1.617910e-04
1.083775866797737e-03	5.615156e-04
1.084824450619841e-03	1.718517e-03
1.085520808449965e-03	4.021113e-03
1.086154208296474e-03	8.200413e-03
1.086776363666755e-03	1.489606e-02
1.087673560012790e-03	2.877024e-02
1.088847384524693e-03	5.175914e-02
1.089931180357735e-03	7.577901e-02
1.091111945217685e-03	1.026608e-01
1.092224914651396e-03	1.271585e-01
1.093057478416698e-03	1.445071e-01
1.094061568026356e-03	1.644219e-01
1.095233282310119e-03	1.871214e-01
1.096313038907553e-03	2.083010e-01
1.097650804544073e-03	2.357694e-01
1.098920434896338e-03	2.634813e-01
1.100000000000000e-03	2.882043e-01
1.100040535111255e-03	2.891734e-01
1.100121605333765e-03	2.911160e-01
1.100448658905422e-03	2.990400e-01
1.100775712477080e-03	3.070069e-01
1.101102766048738e-03	3.150167e-01
1.101429819620395e-03	3.230694e-01
1.101756873192053e-03	3.311649e-01
1.102083926763710e-03	3.393034e-01
1.102410980335368e-03	3.474847e-01
1.103661105998796e-03	3.783191e-01
1.105786517189461e-03	4.299140e-01
1.107887855870866e-03	4.801496e-01
1.111325431019497e-03	5.620286e-01
1.115287186747329e-03	6.568477e-01
1.119819085989010e-03	7.653235e-01
1.125501429193510e-03	9.008625e-01
1.131825945146353e-03	1.051423e+00
1.142046728245833e-03	1.294183e+00
1.152580790949591e-03	1.543416e+00
1.171983410714542e-03	2.000871e+00
1.175455695725832e-03	2.082302e+00
1.176329026338923e-03	2.102789e+00
1.177202356952015e-03	2.123269e+00
1.178075687565106e-03	2.143741e+00
1.178949018178198e-03	2.164206e+00
1.179822348791289e-03	2.184663e+00
1.180695679404381e-03	2.205112e+00
1.181569010017472e-03	2.225554e+00
1.183553172881066e-03	2.271955e+00
1.187521498608254e-03	2.364574e+00
1.195458150062631e-03	2.548124e+00
1.203387974007649e-03	2.723372e+00
1.210120426402487e-03	2.847670e+00
1.217988378848302e-03	2.949333e+00
1.221621845895008e-03	2.976518e+00
1.223578022218583e-03	2.984113e+00
1.226016944948183e-03	2.990871e+00
1.227297195628384e-03	2.993979e+00
1.228719586571397e-03	2.997039e+00
1.230404357005293e-03	3.000062e+00
1.232699075612531e-03	3.003206e+00
1.234171265957492e-03	3.004615e+00
1.235502595390335e-03	3.005450e+00
1.237076690870312e-03	3.006156e+00
1.238887364024690e-03	3.006821e+00
1.240135391407989e-03	3.007257e+00
1.241416748141592e-03	3.007711e+00
1.243007647881881e-03	3.008265e+00
1.244648314664040e-03	3.008757e+00
1.247190598198288e-03	3.009317e+00
1.249027514725694e-03	3.009554e+00
1.250987982577417e-03	3.009665e+00
1.253092491788418e-03	3.009730e+00
1.255396405680176e-03	3.009812e+00
1.257549747429312e-03	3.009919e+00
1.260174929911376e-03	3.010052e+00
1.263067459101698e-03	3.010145e+00
1.265615083005456e-03	3.010168e+00
1.269228309757633e-03	3.010162e+00
1.272902348660683e-03	3.010174e+00
1.276599201668907e-03	3.010205e+00
1.280892229149466e-03	3.010224e+00
1.285468368768790e-03	3.010219e+00
1.290811229088676e-03	3.010216e+00
1.297043137913565e-03	3.010224e+00
1.303768930859105e-03	3.010226e+00
1.314973393239169e-03	3.010222e+00
1.325387990606804e-03	3.010224e+00
1.341038442860138e-03	3.010224e+00
1.370335317860138e-03	3.010224e+00
1.399632192860138e-03	3.010224e+00
1.428929067860138e-03	3.010224e+00
1.458225942860138e-03	3.010224e+00
1.487522817860138e-03	3.010224e+00
1.516819692860138e-03	3.010224e+00
1.546116567860138e-03	3.010224e+00
1.575413442860138e-03	3.010224e+00
1.604710317860138e-03	3.010224e+00
1.634007192860138e-03	3.010224e+00
1.663304067860138e-03	3.010224e+00
1.692600942860138e-03	3.010224e+00
1.721897817860138e-03	3.010224e+00
1.751194692860138e-03	3.010224e+00
1.780491567860138e-03	3.010224e+00
1.809788442860138e-03	3.010224e+00
1.839085317860138e-03	3.010224e+00
1.868382192860138e-03	3.010224e+00
1.897679067860138e-03	3.010224e+00
1.926975942860138e-03	3.010224e+00
1.956272817860138e-03	3.010224e+00
1.985569692860138e-03	3.010224e+00
2.014866567860138e-03	3.010224e+00
2.044163442860138e-03	3.010224e+00
2.073460317860138e-03	3.010224e+00
2.102757192860137e-03	3.010224e+00
2.132054067860137e-03	3.010224e+00
2.161350942860137e-03	3.010224e+00
2.190647817860137e-03	3.010224e+00
2.219944692860137e-03	3.010224e+00
2.249241567860136e-03	3.010224e+00
2.278538442860136e-03	3.010224e+00
2.307835317860136e-03	3.010224e+00
2.337132192860136e-03	3.010224e+00
2.366429067860136e-03	3.010224e+00
2.395725942860135e-03	3.010224e+00
2.425022817860135e-03	3.010224e+00
2.454319692860135e-03	3.010224e+00
2.483616567860135e-03	3.010224e+00
2.512913442860135e-03	3.010224e+00
2.542210317860135e-03	3.010224e+00
2.571507192860134e-03	3.010224e+00
2.600804067860134e-03	3.010224e+00
2.630100942860134e-03	3.010224e+00
2.659397817860134e-03	3.010224e+00
2.688694692860134e-03	3.010224e+00
2.717991567860133e-03	3.010224e+00
2.747288442860133e-03	3.010224e+00
2.776585317860133e-03	3.010224e+00
2.805882192860133e-03	3.010224e+00
2.835179067860133e-03	3.010224e+00
2.864475942860132e-03	3.010224e+00
2.893772817860132e-03	3.010224e+00
2.923069692860132e-03	3.010224e+00
2.952366567860132e-03	3.010224e+00
2.981663442860132e-03	3.010224e+00
3.000000000000000e-03	3.010224e+00
3.000113989374613e-03	3.010224e+00
3.000341968123839e-03	3.010224e+00
3.000797925622290e-03	3.010229e+00
3.001526834578947e-03	3.010262e+00
3.002488333116550e-03	3.010401e+00
3.003618380460981e-03	3.010791e+00
3.004813244386090e-03	3.011684e+00
3.006841978609633e-03	3.014331e+00
3.008849275641599e-03	3.018090e+00
3.010758520075637e-03	3.022456e+00
3.012903806737572e-03	3.027643e+00
3.014603744682278e-03	3.031662e+00
3.016362102118639e-03	3.035702e+00
3.018559264529955e-03	3.040849e+00
3.021184508623266e-03	3.047401e+00
3.023415995206386e-03	3.053351e+00
3.026570930729897e-03	3.061996e+00
3.029637342276686e-03	3.070290e+00
3.032535978002945e-03	3.078036e+00
3.036065863141175e-03	3.087586e+00
3.039613280246436e-03	3.097365e+00
3.044136914105599e-03	3.109851e+00
3.049837919154842e-03	3.125480e+00
3.054988495304702e-03	3.139642e+00
3.061054985042961e-03	3.156381e+00
3.067735146078725e-03	3.174766e+00
3.086570028711974e-03	3.226605e+00
3.097683190164686e-03	3.257152e+00
3.100000000000000e-03	3.263524e+00
3.100185491577824e-03	3.264036e+00
3.100556474733472e-03	3.265058e+00
3.101298441044767e-03	3.267071e+00
3.102324159817523e-03	3.269733e+00
3.103400556805909e-03	3.272190e+00
3.105254710525291e-03	3.275577e+00
3.106482888038436e-03	3.277180e+00
3.107544458393392e-03	3.278042e+00
3.108595096001400e-03	3.278553e+00
3.109746208800560e-03	3.278890e+00
3.111041021863545e-03	3.279179e+00
3.111982321318425e-03	3.279409e+00
3.112844927884491e-03	3.279682e+00
3.113809574953235e-03	3.280068e+00
3.114959255159385e-03	3.280597e+00
3.116088610946243e-03	3.281128e+00
3.117564599239715e-03	3.281739e+00
3.118981040271090e-03	3.282168e+00
3.120093155852025e-03	3.282354e+00
3.121286823719440e-03	3.282411e+00
3.122677918318739e-03	3.282373e+00
3.124207264027411e-03	3.282303e+00
3.126150434016998e-03	3.282279e+00
3.127578027607483e-03	3.282348e+00
3.129053075383891e-03	3.282493e+00
3.130719514042882e-03	3.282667e+00
3.132835020925484e-03	3.282825e+00
3.134266975082903e-03	3.282859e+00
3.135892424528739e-03	3.282824e+00
3.137906446158991e-03	3.282755e+00
3.140392775549190e-03	3.282707e+00
3.142152660440914e-03	3.282726e+00
3.144279506979746e-03	3.282790e+00
3.146681625520475e-03	3.282849e+00
3.149052668056383e-03	3.282856e+00
3.151603675822520e-03	3.282824e+00
3.154501842835973e-03	3.282794e+00
3.157594096626287e-03	3.282802e+00
3.161103023519473e-03	3.282832e+00
3.164732976598486e-03	3.282837e+00
3.168331858884721e-03	3.282821e+00
3.172720691662934e-03	3.282815e+00
3.177070365262882e-03	3.282825e+00
3.182385335498695e-03	3.282829e+00
3.188404749269979e-03	3.282821e+00
3.194703675992121e-03	3.282822e+00
3.203533965650050e-03	3.282825e+00
3.212290494765322e-03	3.282823e+00
3.223215579802229e-03	3.282823e+00
3.245065749876041e-03	3.282824e+00
3.272910815878598e-03	3.282824e+00
3.302207690878598e-03	3.282824e+00
3.331504565878597e-03	3.282824e+00
3.360801440878597e-03	3.282824e+00
3.390098315878597e-03	3.282824e+00
3.419395190878597e-03	3.282824e+00
3.448692065878597e-03	3.282824e+00
3.477988940878596e-03	3.282824e+00
3.507285815878596e-03	3.282824e+00
3.536582690878596e-03	3.282824e+00
3.565879565878596e-03	3.282824e+00
3.595176440878596e-03	3.282824e+00
3.624473315878595e-03	3.282824e+00
3.653770190878595e-03	3.282824e+00
3.683067065878595e-03	3.282824e+00
3.712363940878595e-03	3.282824e+00
3.741660815878595e-03	3.282824e+00
3.770957690878594e-03	3.282824e+00
3.800254565878594e-03	3.282824e+00
3.829551440878594e-03	3.282824e+00
3.858848315878594e-03	3.282824e+00
3.888145190878594e-03	3.282824e+00
3.917442065878594e-03	3.282824e+00
3.946738940878594e-03	3.282824e+00
3.976035815878594e-03	3.282824e+00
4.005332690878594e-03	3.282824e+00
4.034629565878594e-03	3.282824e+00
4.063926440878595e-03	3.282824e+00
4.093223315878595e-03	3.282824e+00
4.122520190878595e-03	3.282824e+00
4.151817065878595e-03	3.282824e+00
4.181113940878596e-03	3.282824e+00
4.210410815878596e-03	3.282824e+00
4.239707690878596e-03	3.282824e+00
4.269004565878596e-03	3.282824e+00
4.298301440878597e-03	3.282824e+00
4.327598315878597e-03	3.282824e+00
4.356895190878597e-03	3.282824e+00
