Freq.	Vvf)
1.00000000000000e+01	5.42381678185801e+01	1.79965166368416e+02	
1.05925372517729e+01	5.42381677717565e+01	1.79963093973956e+02	
1.12201845430196e+01	5.42381677192506e+01	1.79960899250734e+02	
1.18850222743702e+01	5.42381676601630e+01	1.79958574924119e+02	
1.25892541179417e+01	5.42381675939079e+01	1.79956113289895e+02	
1.33352143216332e+01	5.42381675196175e+01	1.79953506188727e+02	
1.41253754462275e+01	5.42381674363180e+01	1.79950744979116e+02	
1.49623565609443e+01	5.42381673427971e+01	1.79947820508755e+02	
1.58489319246111e+01	5.42381672379295e+01	1.79944723084192e+02	
1.67880401812256e+01	5.42381671204267e+01	1.79941442438702e+02	
1.77827941003892e+01	5.42381669883302e+01	1.79937967698258e+02	
1.88364908948980e+01	5.42381668402047e+01	1.79934287345483e+02	
1.99526231496888e+01	5.42381666738889e+01	1.79930389181481e+02	
2.11348903983665e+01	5.42381664872404e+01	1.79926260285398e+02	
2.23872113856834e+01	5.42381662779926e+01	1.79921886971595e+02	
2.37137370566166e+01	5.42381660432393e+01	1.79917254744289e+02	
2.51188643150958e+01	5.42381657795692e+01	1.79912348249505e+02	
2.66072505979881e+01	5.42381654842156e+01	1.79907151224176e+02	
2.81838293126445e+01	5.42381651525231e+01	1.79901646442254e+02	
2.98538261891796e+01	5.42381647803012e+01	1.79895815657597e+02	
3.16227766016838e+01	5.42381643628980e+01	1.79889639543496e+02	
3.34965439157828e+01	5.42381638939447e+01	1.79883097628625e+02	
3.54813389233575e+01	5.42381633683592e+01	1.79876168229166e+02	
3.75837404288444e+01	5.42381627784390e+01	1.79868828376960e+02	
3.98107170553497e+01	5.42381621165608e+01	1.79861053743363e+02	
4.21696503428582e+01	5.42381613738812e+01	1.79852818558614e+02	
4.46683592150963e+01	5.42381605408349e+01	1.79844095526413e+02	
4.73151258961481e+01	5.42381596059365e+01	1.79834855733459e+02	
5.01187233627272e+01	5.42381585569924e+01	1.79825068553602e+02	
5.30884444230989e+01	5.42381573801911e+01	1.79814701546338e+02	
5.62341325190349e+01	5.42381560597481e+01	1.79803720349290e+02	
5.95662143529011e+01	5.42381545779359e+01	1.79792088564308e+02	
6.30957344480193e+01	5.42381529154824e+01	1.79779767636822e+02	
6.68343917568615e+01	5.42381510501398e+01	1.79766716728068e+02	
7.07945784384138e+01	5.42381489571881e+01	1.79752892579718e+02	
7.49894209332456e+01	5.42381466090875e+01	1.79738249370504e+02	
7.94328234724282e+01	5.42381439740827e+01	1.79722738564366e+02	
8.41395141645195e+01	5.42381410177408e+01	1.79706308749547e+02	
8.91250938133746e+01	5.42381377009257e+01	1.79688905468224e+02	
9.44060876285924e+01	5.42381339790930e+01	1.79670471036023e+02	
1.00000000000000e+02	5.42381298032082e+01	1.79650944350801e+02	
1.05925372517729e+02	5.42381251177290e+01	1.79630260690168e+02	
1.12201845430196e+02	5.42381198606500e+01	1.79608351496960e+02	
1.18850222743702e+02	5.42381139620112e+01	1.79585144152049e+02	
1.25892541179417e+02	5.42381073435802e+01	1.79560561733653e+02	
1.33352143216332e+02	5.42380999177752e+01	1.79534522762413e+02	
1.41253754462275e+02	5.42380915857059e+01	1.79506940931389e+02	
1.49623565609443e+02	5.42380822370608e+01	1.79477724820010e+02	
1.58489319246111e+02	5.42380717476147e+01	1.79446777591147e+02	
1.67880401812256e+02	5.42380599784276e+01	1.79413996670189e+02	
1.77827941003892e+02	5.42380467733097e+01	1.79379273405163e+02	
1.88364908948980e+02	5.42380319568619e+01	1.79342492706707e+02	
1.99526231496888e+02	5.42380153322247e+01	1.79303532666727e+02	
