Freq.	Vn012)
1.00000000000000e+00	6.47904777151177e+01	1.79997818856376e+02	
1.04712854805090e+00	6.47904777146280e+01	1.79997716058969e+02	
1.09647819614319e+00	6.47904777141388e+01	1.79997608417017e+02	
1.14815362149688e+00	6.47904777136029e+01	1.79997495702198e+02	
1.20226443461741e+00	6.47904777130136e+01	1.79997377675426e+02	
1.25892541179417e+00	6.47904777123672e+01	1.79997254086353e+02	
1.31825673855641e+00	6.47904777116607e+01	1.79997124672829e+02	
1.38038426460289e+00	6.47904777108403e+01	1.79996989160350e+02	
1.44543977074593e+00	6.47904777099910e+01	1.79996847261477e+02	
1.51356124843621e+00	6.47904777090576e+01	1.79996698675223e+02	
1.58489319246111e+00	6.47904777080362e+01	1.79996543086416e+02	
1.65958690743756e+00	6.47904777068710e+01	1.79996380165033e+02	
1.73780082874938e+00	6.47904777056415e+01	1.79996209565494e+02	
1.81970085860998e+00	6.47904777042934e+01	1.79996030925935e+02	
1.90546071796325e+00	6.47904777027716e+01	1.79995843867438e+02	
1.99526231496888e+00	6.47904777011515e+01	1.79995647993227e+02	
2.08929613085404e+00	6.47904776993316e+01	1.79995442887826e+02	
2.18776162394955e+00	6.47904776973838e+01	1.79995228116180e+02	
2.29086765276778e+00	6.47904776952038e+01	1.79995003222728e+02	
2.39883291901949e+00	6.47904776928615e+01	1.79994767730442e+02	
2.51188643150958e+00	6.47904776902500e+01	1.79994521139811e+02	
2.63026799189538e+00	6.47904776873909e+01	1.79994262927783e+02	
2.75422870333817e+00	6.47904776842597e+01	1.79993992546655e+02	
2.88403150312661e+00	6.47904776808316e+01	1.79993709422915e+02	
3.01995172040202e+00	6.47904776771183e+01	1.79993412956017e+02	
3.16227766016838e+00	6.47904776729617e+01	1.79993102517116e+02	
3.31131121482592e+00	6.47904776684555e+01	1.79992777447729e+02	
3.46736850452532e+00	6.47904776635193e+01	1.79992437058342e+02	
3.63078054770102e+00	6.47904776580672e+01	1.79992080626941e+02	
3.80189396320562e+00	6.47904776521395e+01	1.79991707397489e+02	
3.98107170553498e+00	6.47904776456028e+01	1.79991316578317e+02	
4.16869383470336e+00	6.47904776384422e+01	1.79990907340443e+02	
4.36515832240167e+00	6.47904776305998e+01	1.79990478815821e+02	
4.57088189614876e+00	6.47904776220090e+01	1.79990030095491e+02	
4.78630092322639e+00	6.47904776125976e+01	1.79989560227659e+02	
5.01187233627273e+00	6.47904776022868e+01	1.79989068215672e+02	
5.24807460249774e+00	6.47904775909466e+01	1.79988553015905e+02	
5.49540873857626e+00	6.47904775784820e+01	1.79988013535554e+02	
5.75439937337158e+00	6.47904775648307e+01	1.79987448630305e+02	
6.02559586074359e+00	6.47904775499217e+01	1.79986857101922e+02	
6.30957344480195e+00	6.47904775335010e+01	1.79986237695693e+02	
6.60693448007598e+00	6.47904775155178e+01	1.79985589097775e+02	
6.91830970918938e+00	6.47904774958198e+01	1.79984909932405e+02	
7.24435960074992e+00	6.47904774742411e+01	1.79984198758983e+02	
7.58577575029186e+00	6.47904774505611e+01	1.79983454069015e+02	
7.94328234724284e+00	6.47904774245758e+01	1.79982674282916e+02	
8.31763771102674e+00	6.47904773961135e+01	1.79981857746654e+02	
8.70963589956084e+00	6.47904773648484e+01	1.79981002728250e+02	
9.12010839355913e+00	6.47904773306031e+01	1.79980107414093e+02	
9.54992586021439e+00	6.47904772930923e+01	1.79979169905105e+02	
1.00000000000000e+01	6.47904772519127e+01	1.79978188212705e+02	
1.04712854805090e+01	6.47904772067628e+01	1.79977160254593e+02	
1.09647819614319e+01	6.47904771573086e+01	1.79976083850336e+02	
1.14815362149689e+01	6.47904771030446e+01	1.79974956716736e+02	
1.20226443461742e+01	6.47904770435615e+01	1.79973776462996e+02	
1.25892541179417e+01	6.47904769783154e+01	1.79972540585642e+02	
1.31825673855641e+01	6.47904769067616e+01	1.79971246463216e+02	
1.38038426460289e+01	6.47904768283397e+01	1.79969891350716e+02	
1.44543977074593e+01	6.47904767423023e+01	1.79968472373768e+02	
1.51356124843621e+01	6.47904766480189e+01	1.79966986522541e+02	
