time	V(vo)
0.000000000000000e+00	6.059688e-05
9.999999960041972e-12	6.059688e-05
1.999999992008394e-11	6.059688e-05
7.999999968033578e-11	6.059688e-05
1.599999993606716e-10	6.059688e-05
6.399999974426862e-10	6.059688e-05
2.395428561856912e-08	6.059688e-05
4.726857123969555e-08	6.059688e-05
7.058285686082198e-08	6.059688e-05
9.389714248194842e-08	6.059689e-05
1.172114281030749e-07	6.059689e-05
1.405257137242013e-07	6.059689e-05
1.638399993453277e-07	6.059689e-05
1.000000000000000e-03	6.059736e-05
1.000003159324314e-03	6.059980e-05
1.000009477972942e-03	6.060483e-05
1.000020104261994e-03	6.061340e-05
1.000030907588639e-03	6.062211e-05
1.000043025408582e-03	6.063182e-05
1.000061915383778e-03	6.064673e-05
1.000092990020345e-03	6.067066e-05
1.000151317534623e-03	6.071354e-05
1.000267972563178e-03	6.079310e-05
1.000462970786107e-03	6.091365e-05
1.000675690349242e-03	6.103124e-05
1.000924270903275e-03	6.115392e-05
1.001236486617332e-03	6.129265e-05
1.001691916627392e-03	6.147649e-05
1.002262358971522e-03	6.168903e-05
1.002758005802302e-03	6.186094e-05
1.003261773450818e-03	6.202180e-05
1.003546401790506e-03	6.209689e-05
1.003781675439602e-03	6.212132e-05
1.004049079205524e-03	6.205379e-05
1.004256130403586e-03	6.184859e-05
1.004449306864111e-03	6.142867e-05
1.004630856078825e-03	6.083832e-05
1.004757186887246e-03	6.041325e-05
1.004877149956728e-03	6.014156e-05
1.004980197835517e-03	6.009519e-05
1.005091925478034e-03	6.020656e-05
1.005195454779840e-03	6.036041e-05
1.005299331228410e-03	6.051411e-05
1.005398284439543e-03	6.065281e-05
1.005516947805626e-03	6.081198e-05
1.005629713096650e-03	6.095556e-05
1.005760123360854e-03	6.111134e-05
1.006020943889261e-03	6.140475e-05
1.006266552233771e-03	6.166759e-05
1.006529478228281e-03	6.193934e-05
1.006799876858169e-03	6.221599e-05
1.007254725200628e-03	6.268871e-05
1.007914586318385e-03	6.340377e-05
1.008514673842859e-03	6.410004e-05
1.009178682640707e-03	6.494099e-05
1.009854732077594e-03	6.586451e-05
1.010000000000000e-03	6.607471e-05
1.010004463969726e-03	6.607659e-05
1.010013391909179e-03	6.608012e-05
1.010031247788085e-03	6.608719e-05
1.010066959545896e-03	6.610233e-05
1.010124649166864e-03	6.612932e-05
1.010188948813771e-03	6.616274e-05
1.010253847523695e-03	6.620002e-05
1.010318859357414e-03	6.624099e-05
1.010409418570286e-03	6.630277e-05
1.010479855616674e-03	6.635434e-05
1.010559493482464e-03	6.641668e-05
1.010657782454412e-03	6.649837e-05
1.010761803370738e-03	6.659036e-05
1.010899900159525e-03	6.672052e-05
1.011046071314526e-03	6.686775e-05
1.011223034488838e-03	6.705889e-05
1.011400674828184e-03	6.726690e-05
1.011658866410119e-03	6.760588e-05
1.012064873936599e-03	6.824463e-05
1.012613029176683e-03	6.940797e-05
1.013270767239100e-03	7.157328e-05
1.013935688513438e-03	7.563071e-05
1.014705899756165e-03	8.610823e-05
1.015590441710214e-03	1.127788e-04
1.016245992781034e-03	1.585530e-04
1.016700405736513e-03	2.559554e-04
1.017011262292084e-03	4.667460e-04
1.017222120515737e-03	8.279762e-04
1.017400581498302e-03	1.425604e-03
1.017583217744674e-03	2.443755e-03
1.017806197991964e-03	4.368467e-03
1.018087433822329e-03	8.029967e-03
1.018459534403853e-03	1.513803e-02
1.018932875992495e-03	2.762200e-02
1.019456538918125e-03	4.505258e-02
1.019908471616936e-03	6.241090e-02
1.020345972076610e-03	8.038544e-02
1.020773709027649e-03	9.818714e-02
1.021151865490539e-03	1.137645e-01
1.021200227308090e-03	1.157202e-01
1.021296950943190e-03	1.195722e-01
1.021394234321478e-03	1.234071e-01
1.021507816714819e-03	1.278208e-01
1.021650796460986e-03	1.332890e-01
1.021773324362692e-03	1.378935e-01
1.021894631859054e-03	1.423667e-01
1.022025610998695e-03	1.470983e-01
1.022195111021983e-03	1.530835e-01
1.022362796952260e-03	1.588374e-01
1.022624632062724e-03	1.674554e-01
1.023089603809615e-03	1.819789e-01
1.023556105979088e-03	1.955988e-01
1.024267079348147e-03	2.149469e-01
1.024848118128194e-03	2.299226e-01
1.025241962589473e-03	2.397057e-01
1.025654602688155e-03	2.498077e-01
1.026090705948741e-03	2.604986e-01
1.026524916092237e-03	2.712741e-01
1.026921157771645e-03	2.813266e-01
1.027381119533510e-03	2.933753e-01
1.028016359076538e-03	3.107425e-01
1.028955651168312e-03	3.376356e-01
1.029955651168312e-03	3.673519e-01
1.030955651168312e-03	3.976125e-01
1.031955651168312e-03	4.277596e-01
1.032955651168312e-03	4.573712e-01
1.033955651168312e-03	4.863465e-01
1.034955651168312e-03	5.148368e-01
1.035955651168312e-03	5.431117e-01
1.036955651168312e-03	5.714280e-01
1.037955651168312e-03	5.999427e-01
1.038955651168312e-03	6.286894e-01
1.039955651168312e-03	6.576052e-01
1.041955651168311e-03	7.155272e-01
1.043955651168311e-03	7.731280e-01
1.045955651168311e-03	8.304445e-01
1.048955651168311e-03	9.164518e-01
1.051955651168310e-03	1.002547e+00
1.054955651168310e-03	1.088470e+00
1.056955651168310e-03	1.145697e+00
1.058955651168310e-03	1.202885e+00
1.060955651168310e-03	1.260033e+00
1.062955651168310e-03	1.317141e+00
1.064955651168309e-03	1.374210e+00
1.066955651168309e-03	1.431240e+00
1.068955651168309e-03	1.488229e+00
1.072050238221880e-03	1.576323e+00
1.075144825275451e-03	1.664318e+00
1.078239412329023e-03	1.752215e+00
1.081333999382594e-03	1.840015e+00
1.084428586436165e-03	1.927717e+00
1.087523173489736e-03	2.015321e+00
1.090617760543307e-03	2.102827e+00
1.092260617686164e-03	2.149241e+00
1.093903474829021e-03	2.195629e+00
1.095546331971878e-03	2.241989e+00
1.097189189114735e-03	2.288322e+00
1.098832046257592e-03	2.334627e+00
1.100474903400449e-03	2.380906e+00
1.102117760543306e-03	2.427156e+00
1.104117760543306e-03	2.483423e+00
1.105117760543306e-03	2.511540e+00
1.106117760543306e-03	2.539647e+00
1.107117760543306e-03	2.567742e+00
1.108117760543306e-03	2.595826e+00
1.109117760543306e-03	2.623897e+00
1.110117760543306e-03	2.651955e+00
1.111117760543306e-03	2.679999e+00
1.112117760543306e-03	2.708026e+00
1.113117760543305e-03	2.736034e+00
1.114117760543305e-03	2.764017e+00
1.115117760543305e-03	2.791970e+00
1.116117760543305e-03	2.819882e+00
1.117117760543305e-03	2.847739e+00
1.118117760543305e-03	2.875519e+00
1.119117760543305e-03	2.903191e+00
1.120117760543305e-03	2.930710e+00
1.121117760543305e-03	2.958011e+00
1.122117760543305e-03	2.985003e+00
1.123117760543305e-03	3.011561e+00
1.124117760543305e-03	3.037520e+00
1.125117760543304e-03	3.062674e+00
1.126117760543304e-03	3.086778e+00
1.127117760543304e-03	3.109565e+00
1.128117760543304e-03	3.130775e+00
1.129117760543304e-03	3.150187e+00
1.130117760543304e-03	3.167654e+00
1.131117760543304e-03	3.183124e+00
1.132117760543304e-03	3.196644e+00
1.133117760543304e-03	3.208348e+00
1.134117760543304e-03	3.218426e+00
1.135117760543304e-03	3.227101e+00
1.136117760543304e-03	3.234591e+00
1.137117760543303e-03	3.241093e+00
1.138117760543303e-03	3.246769e+00
1.139117760543303e-03	3.251741e+00
1.140117760543303e-03	3.256098e+00
1.141117760543303e-03	3.259902e+00
1.142117760543303e-03	3.263202e+00
1.143117760543303e-03	3.266039e+00
1.144117760543303e-03	3.268456e+00
1.145117760543303e-03	3.270499e+00
1.146117760543303e-03	3.272219e+00
1.147117760543303e-03	3.273668e+00
1.148117760543303e-03	3.274898e+00
