Freq.	Vvf)
1.00000000000000e+00	4.84149157697025e+01	1.79997387067012e+02	
1.04712854805090e+00	4.84149157692272e+01	1.79997196833465e+02	
1.09647819614319e+00	4.84149157686948e+01	1.79997000654027e+02	
1.14815362149688e+00	4.84149157679198e+01	1.79996798112574e+02	
1.20226443461741e+00	4.84149157670780e+01	1.79996588779489e+02	
1.25892541179417e+00	4.84149157663449e+01	1.79996372210747e+02	
1.31825673855641e+00	4.84149157653521e+01	1.79996147946978e+02	
1.38038426460289e+00	4.84149157642742e+01	1.79995915512488e+02	
1.44543977074593e+00	4.84149157632841e+01	1.79995674414252e+02	
1.51356124843621e+00	4.84149157620116e+01	1.79995424140870e+02	
1.58489319246111e+00	4.84149157606283e+01	1.79995164161476e+02	
1.65958690743756e+00	4.84149157591241e+01	1.79994893924621e+02	
1.73780082874938e+00	4.84149157574877e+01	1.79994612857096e+02	
1.81970085860998e+00	4.84149157555259e+01	1.79994320362718e+02	
1.90546071796325e+00	4.84149157535871e+01	1.79994015821068e+02	
1.99526231496888e+00	4.84149157512941e+01	1.79993698586172e+02	
2.08929613085404e+00	4.84149157489927e+01	1.79993367985133e+02	
2.18776162394955e+00	4.84149157463030e+01	1.79993023316701e+02	
2.29086765276778e+00	4.84149157433859e+01	1.79992663849789e+02	
2.39883291901949e+00	4.84149157402202e+01	1.79992288821919e+02	
2.51188643150958e+00	4.84149157366007e+01	1.79991897437606e+02	
2.63026799189538e+00	4.84149157328636e+01	1.79991488866673e+02	
2.75422870333817e+00	4.84149157286180e+01	1.79991062242484e+02	
2.88403150312661e+00	4.84149157238324e+01	1.79990616660115e+02	
3.01995172040202e+00	4.84149157188345e+01	1.79990151174423e+02	
3.16227766016838e+00	4.84149157132247e+01	1.79989664798053e+02	
3.31131121482592e+00	4.84149157071420e+01	1.79989156499334e+02	
3.46736850452532e+00	4.84149157003603e+01	1.79988625200096e+02	
3.63078054770102e+00	4.84149156930104e+01	1.79988069773384e+02	
3.80189396320562e+00	4.84149156850380e+01	1.79987489041062e+02	
3.98107170553498e+00	4.84149156762018e+01	1.79986881771320e+02	
4.16869383470336e+00	4.84149156664362e+01	1.79986246676057e+02	
4.36515832240167e+00	4.84149156558499e+01	1.79985582408151e+02	
4.57088189614876e+00	4.84149156441828e+01	1.79984887558600e+02	
4.78630092322639e+00	4.84149156313481e+01	1.79984160653537e+02	
5.01187233627273e+00	4.84149156172509e+01	1.79983400151098e+02	
5.24807460249774e+00	4.84149156017868e+01	1.79982604438156e+02	
5.49540873857626e+00	4.84149155850222e+01	1.79981771826897e+02	
5.75439937337158e+00	4.84149155664702e+01	1.79980900551241e+02	
6.02559586074359e+00	4.84149155461735e+01	1.79979988763097e+02	
6.30957344480195e+00	4.84149155239821e+01	1.79979034528439e+02	
6.60693448007598e+00	4.84149154995492e+01	1.79978035823209e+02	
6.91830970918938e+00	4.84149154728746e+01	1.79976990529019e+02	
7.24435960074992e+00	4.84149154433978e+01	1.79975896428662e+02	
7.58577575029186e+00	4.84149154112624e+01	1.79974751201403e+02	
7.94328234724284e+00	4.84149153760486e+01	1.79973552418064e+02	
8.31763771102674e+00	4.84149153374943e+01	1.79972297535865e+02	
8.70963589956084e+00	4.84149152949504e+01	1.79970983893034e+02	
9.12010839355913e+00	4.84149152484634e+01	1.79969608703159e+02	
9.54992586021439e+00	4.84149151967833e+01	1.79968169049283e+02	
1.00000000000000e+01	4.84149151409790e+01	1.79966661877702e+02	
1.04712854805090e+01	4.84149150797302e+01	1.79965083991510e+02	
1.09647819614319e+01	4.84149150124005e+01	1.79963432043799e+02	
1.14815362149689e+01	4.84149149388527e+01	1.79961702530569e+02	
1.20226443461742e+01	4.84149148579953e+01	1.79959891783294e+02	
1.25892541179417e+01	4.84149147694108e+01	1.79957995961140e+02	
1.31825673855641e+01	4.84149146722588e+01	1.79956011042817e+02	
1.38038426460289e+01	4.84149145656366e+01	1.79953932818052e+02	
1.44543977074593e+01	4.84149144489340e+01	1.79951756878655e+02	
1.51356124843621e+01	4.84149143209209e+01	1.79949478609174e+02	
1.58489319246112e+01	4.84149141804652e+01	1.79947093177101e+02	
1.65958690743757e+01	4.84149140257995e+01	1.79944595522625e+02	
1.73780082874938e+01	4.84149138570466e+01	1.79941980347887e+02	
1.81970085860999e+01	4.84149136720472e+01	1.79939242105765e+02	
1.90546071796326e+01	4.84149134690644e+01	1.79936374988092e+02	
1.99526231496889e+01	4.84149132465897e+01	1.79933372913339e+02	
2.08929613085405e+01	4.84149130024268e+01	1.79930229513719e+02	
2.18776162394956e+01	4.84149127342197e+01	1.79926938121682e+02	
2.29086765276778e+01	4.84149124408855e+01	1.79923491755753e+02	
2.39883291901950e+01	4.84149121191577e+01	1.79919883105757e+02	
2.51188643150959e+01	4.84149117666475e+01	1.79916104517287e+02	
2.63026799189540e+01	4.84149113798288e+01	1.79912147975484e+02	
2.75422870333818e+01	4.84149109551038e+01	1.79908005088030e+02	
2.88403150312662e+01	4.84149104895032e+01	1.79903667067340e+02	
3.01995172040203e+01	4.84149099797531e+01	1.79899124711928e+02	
3.16227766016840e+01	4.84149094207978e+01	1.79894368386908e+02	
3.31131121482593e+01	4.84149088072188e+01	1.79889388003546e+02	
3.46736850452534e+01	4.84149081346418e+01	1.79884172997838e+02	
3.63078054770103e+01	4.84149073978919e+01	1.79878712308133e+02	
3.80189396320563e+01	4.84149065891416e+01	1.79872994351682e+02	
3.98107170553500e+01	4.84149057025681e+01	1.79867007000027e+02	
4.16869383470338e+01	4.84149047314071e+01	1.79860737553299e+02	
4.36515832240169e+01	4.84149036655460e+01	1.79854172713324e+02	
4.57088189614878e+01	4.84149024970703e+01	1.79847298555338e+02	
4.78630092322641e+01	4.84149012151303e+01	1.79840100498525e+02	
5.01187233627275e+01	4.84148998103912e+01	1.79832563275024e+02	
5.24807460249776e+01	4.84148982704306e+01	1.79824670897619e+02	
5.49540873857628e+01	4.84148965816360e+01	1.79816406625801e+02	
5.75439937337161e+01	4.84148947294735e+01	1.79807752930260e+02	
6.02559586074362e+01	4.84148926987434e+01	1.79798691455697e+02	
6.30957344480197e+01	4.84148904721917e+01	1.79789202981925e+02	
6.60693448007600e+01	4.84148880309319e+01	1.79779267383091e+02	
6.91830970918941e+01	4.84148853542996e+01	1.79768863585002e+02	
7.24435960074995e+01	4.84148824187955e+01	1.79757969520451e+02	
7.58577575029189e+01	4.84148792011745e+01	1.79746562082346e+02	
7.94328234724287e+01	4.84148756724688e+01	1.79734617074844e+02	
8.31763771102677e+01	4.84148718026723e+01	1.79722109161935e+02	
8.70963589956087e+01	4.84148675606979e+01	1.79709011813696e+02	
9.12010839355916e+01	4.84148629088849e+01	1.79695297250191e+02	
9.54992586021443e+01	4.84148578087059e+01	1.79680936382396e+02	
1.00000000000001e+02	4.84148522148624e+01	1.79665898750695e+02	
1.04712854805091e+02	4.84148460829247e+01	1.79650152460048e+02	
1.09647819614319e+02	4.84148393586671e+01	1.79633664112700e+02	
1.14815362149689e+02	4.84148319863632e+01	1.79616398737101e+02	
1.20226443461742e+02	4.84148239023954e+01	1.79598319713971e+02	
