time	V(n004)
0.000000000000000e+00	6.981266e-02
3.302635030418607e-10	6.981188e-02
9.907905091289702e-10	6.981015e-02
2.311844521303189e-09	6.980632e-02
4.953952545648239e-09	6.979820e-02
9.379468977514056e-09	6.978448e-02
1.443032418606488e-08	6.976894e-02
2.079621320456312e-08	6.974959e-02
2.820939244213699e-08	6.972737e-02
3.860399143102596e-08	6.969675e-02
4.981017596260561e-08	6.966439e-02
6.188506775503535e-08	6.963032e-02
7.531761316774914e-08	6.959341e-02
9.250448659436041e-08	6.954765e-02
1.149658439451215e-07	6.949025e-02
1.462948176993925e-07	6.941447e-02
1.901806480730384e-07	6.931373e-02
1.985180029406180e-07	6.929553e-02
2.724655755256150e-07	6.913868e-02
2.889373696523689e-07	6.907278e-02
3.218809579058769e-07	6.881703e-02
3.788546884407441e-07	6.926657e-02
4.203886455330866e-07	7.179878e-02
4.659532319514447e-07	7.681118e-02
5.265661499184244e-07	8.555613e-02
6.055197638557025e-07	1.063685e-01
7.031760138557019e-07	1.516264e-01
7.087463434887683e-07	1.628052e-01
7.198870027549043e-07	2.070954e-01
7.200880806235544e-07	2.090460e-01
7.204902363608579e-07	2.165378e-01
7.212945478354616e-07	2.443230e-01
7.218302663667516e-07	5.882478e-01
7.220789988784982e-07	1.164522e+00
7.222163837042768e-07	1.488736e+00
7.223007976942215e-07	1.577464e+00
7.224054967753626e-07	1.678508e+00
7.317212869899304e-07	1.146817e+01
7.320207714390587e-07	1.179775e+01
7.320706855139123e-07	1.184975e+01
7.321705136636228e-07	1.195192e+01
7.321954707010496e-07	1.197583e+01
7.321993171278515e-07	1.197789e+01
7.322070099814552e-07	1.196817e+01
7.322199547895835e-07	1.195852e+01
7.322331662597467e-07	1.197950e+01
7.322520552194010e-07	1.199733e+01
7.322739892542473e-07	1.199722e+01
7.323178573239364e-07	1.199896e+01
7.324055934633146e-07	1.199931e+01
7.325810657420710e-07	1.199970e+01
7.329320102995838e-07	1.199982e+01
7.336338994146094e-07	1.199992e+01
7.350376776446606e-07	1.199996e+01
7.378452341047631e-07	1.199998e+01
7.771510245462212e-07	1.200000e+01
9.119137346312104e-07	1.200000e+01
1.009569984631210e-06	1.200000e+01
1.107226234631209e-06	1.200000e+01
1.204882484631209e-06	1.200000e+01
1.302538734631208e-06	1.200000e+01
1.366862152295451e-06	1.200000e+01
1.441343467732742e-06	1.200318e+01
1.453550498982741e-06	1.200247e+01
1.477964561482742e-06	1.200000e+01
1.504941300813450e-06	1.200000e+01
1.507107848927377e-06	1.200000e+01
1.511440945155233e-06	1.200000e+01
1.511505942957905e-06	1.200000e+01
1.511592606694805e-06	1.200000e+01
1.511765934168601e-06	1.200000e+01
1.511888985470720e-06	1.200000e+01
1.511987029033582e-06	1.200000e+01
1.512044861130136e-06	1.200000e+01
1.512106009869098e-06	1.200000e+01
1.512154338177006e-06	1.200000e+01
1.512205770394212e-06	1.200000e+01
1.512308634828623e-06	1.200000e+01
1.512514363697443e-06	1.200000e+01
1.512925821435085e-06	1.200000e+01
1.513748736910367e-06	1.200000e+01
1.515290431694433e-06	1.200000e+01
1.516752469277775e-06	1.200000e+01
1.518941015907322e-06	1.200000e+01
1.521740314973906e-06	1.200000e+01
1.526004395638810e-06	1.200000e+01
1.529916822324777e-06	1.200000e+01
1.534437489057597e-06	1.200000e+01
1.539403908665239e-06	1.200000e+01
1.546597378647243e-06	1.200000e+01
1.557084733188401e-06	1.200000e+01
1.567730164650226e-06	1.200000e+01
1.581110635531654e-06	1.200000e+01
1.595196744392338e-06	1.200000e+01
1.615256766044787e-06	1.200000e+01
1.628779708232938e-06	1.200000e+01
1.635004317554649e-06	1.200000e+01
1.640250965746721e-06	1.200000e+01
1.643399072691811e-06	1.200000e+01
1.647281575664433e-06	1.200000e+01
1.650695442904194e-06	1.200000e+01
1.654580569758421e-06	1.200000e+01
1.660352750650919e-06	1.200000e+01
1.667152207811973e-06	1.200000e+01
1.678279983434518e-06	1.200000e+01
1.688863334765644e-06	1.200000e+01
1.701950591725499e-06	1.200000e+01
1.716174656172800e-06	1.200000e+01
1.735867147766918e-06	1.200000e+01
1.764942559263074e-06	1.200000e+01
1.819730439935297e-06	1.200000e+01
1.880759098563212e-06	1.200000e+01
1.966792640146903e-06	1.200000e+01
2.064448890146902e-06	1.200000e+01
2.162105140146901e-06	1.200000e+01
2.357417640146900e-06	1.200000e+01
2.552730140146899e-06	1.200000e+01
2.650386390146898e-06	1.200000e+01
2.748042640146898e-06	1.200000e+01
2.839847875789768e-06	1.200000e+01
3.053950976262414e-06	1.200001e+01
3.059386822374986e-06	1.200003e+01
3.060745783903130e-06	1.200004e+01
3.062110235025364e-06	1.200008e+01
3.062451347805924e-06	1.200014e+01
3.063133573367039e-06	1.200050e+01
3.063194115188957e-06	1.200233e+01
3.063315198832798e-06	1.200027e+01
3.063371086173784e-06	1.197276e+01
3.063431640929926e-06	1.191242e+01
3.063479802282016e-06	1.186085e+01
3.064961151247167e-06	1.029532e+01
3.066442500212319e-06	8.730908e+00
3.067923849177470e-06	7.167619e+00
3.069405198142621e-06	5.605451e+00
3.070886547107772e-06	4.044405e+00
3.072367896072924e-06	2.484480e+00
3.073849245038075e-06	9.256765e-01
3.074257893028460e-06	5.032687e-01
3.074360055026058e-06	4.230516e-01
3.074564379021251e-06	3.415094e-01
3.074777036807529e-06	3.017643e-01
3.075001435291149e-06	2.803579e-01
3.075450232258390e-06	2.554342e-01
3.075934977143742e-06	2.386862e-01
3.076730236013716e-06	2.219332e-01
3.077712761922350e-06	2.087433e-01
3.079237183950769e-06	1.960083e-01
3.081619796257181e-06	1.837949e-01
3.086382223124296e-06	1.696756e-01
3.095907076858527e-06	1.540981e-01
3.114956784326989e-06	1.355870e-01
3.119719211194105e-06	1.323930e-01
3.129244064928336e-06	1.278393e-01
3.148293772396798e-06	1.209260e-01
3.186393187333721e-06	1.111295e-01
3.228460718521686e-06	1.037325e-01
3.291589977472153e-06	9.629320e-02
3.360528787239092e-06	9.052800e-02
3.419122668731464e-06	8.696531e-02
3.491109484517492e-06	8.370073e-02
3.583079572911756e-06	8.043525e-02
3.632002527015674e-06	7.901002e-02
3.654657043647482e-06	7.843677e-02
3.665286783777217e-06	7.818463e-02
3.669386691625055e-06	7.809023e-02
3.673166447437085e-06	7.800471e-02
3.679535158620702e-06	7.786313e-02
3.690747945006220e-06	7.761960e-02
3.703146022390653e-06	7.735834e-02
3.717350801361977e-06	7.706964e-02
3.732784617499103e-06	7.676957e-02
3.757384699785565e-06	7.630952e-02
3.760938401422375e-06	7.624505e-02
