time	V(vr)
0.000000000000000e+00	6.705342e+00
1.472820807357062e-09	6.705163e+00
4.418462422071186e-09	6.704803e+00
1.030974565149605e-08	6.704084e+00
1.867070019212014e-08	6.703063e+00
2.838831033791846e-08	6.701875e+00
4.111590315696717e-08	6.700317e+00
6.657108879506797e-08	6.697196e+00
9.546237231402864e-08	6.693646e+00
1.306605286973752e-07	6.689308e+00
1.645200593677630e-07	6.685122e+00
2.055456498549390e-07	6.680034e+00
2.479705703461550e-07	6.674753e+00
2.573111657141646e-07	6.673588e+00
2.730809442787614e-07	6.671618e+00
2.775018128217589e-07	6.671066e+00
2.863435499077504e-07	6.669960e+00
2.910940687123883e-07	6.669366e+00
2.922816984135478e-07	6.669217e+00
2.934794350739763e-07	6.669067e+00
2.940589409995497e-07	6.668995e+00
2.947187858167835e-07	6.668912e+00
2.952247043399838e-07	6.668849e+00
2.957559426984221e-07	6.668782e+00
2.968184194153022e-07	6.668649e+00
2.989433728490624e-07	6.668383e+00
3.021371040962051e-07	6.667983e+00
3.029930384020593e-07	6.667876e+00
3.036945630944002e-07	6.667788e+00
3.054358021798197e-07	6.667570e+00
3.063973320000722e-07	6.667449e+00
3.076098890899134e-07	6.667297e+00
3.089608766603612e-07	6.667128e+00
3.105999860668671e-07	6.666923e+00
3.127140415343414e-07	6.666657e+00
3.155054497358374e-07	6.666307e+00
3.195306554567422e-07	6.665802e+00
3.257826704623194e-07	6.665018e+00
3.365534806426296e-07	6.663665e+00
3.574989375664196e-07	6.661032e+00
3.966923231659195e-07	6.656091e+00
4.750790943649192e-07	6.646162e+00
5.727353443649187e-07	6.633705e+00
6.703915943649181e-07	6.621152e+00
7.680478443649175e-07	6.608506e+00
1.061016594364916e-06	6.570024e+00
1.256329094364915e-06	6.543938e+00
1.451641594364913e-06	6.517524e+00
1.549297844364913e-06	6.504199e+00
1.646954094364912e-06	6.490798e+00
1.744610344364912e-06	6.477323e+00
1.842266594364911e-06	6.463777e+00
1.939922844364910e-06	6.450160e+00
2.037579094364910e-06	6.436476e+00
2.135235344364909e-06	6.422726e+00
2.232891594364909e-06	6.408912e+00
2.330547844364908e-06	6.395037e+00
2.376694762407787e-06	6.388459e+00
2.407054581915355e-06	6.384125e+00
2.424777219643061e-06	6.381592e+00
2.447694424604298e-06	6.378314e+00
2.470896133282521e-06	6.374992e+00
2.496005992050170e-06	6.371393e+00
2.528079679257167e-06	6.366791e+00
2.563969726607850e-06	6.361634e+00
2.616303465920128e-06	6.354102e+00
2.672549409832666e-06	6.345989e+00
2.770205659832665e-06	6.331862e+00
2.867861909832665e-06	6.317686e+00
2.965518159832664e-06	6.303462e+00
3.063174409832663e-06	6.289191e+00
3.160830659832663e-06	6.274878e+00
3.258486909832662e-06	6.260523e+00
3.356143159832662e-06	6.246129e+00
3.453799409832661e-06	6.231697e+00
3.496040231006980e-06	6.225444e+00
3.496525007197335e-06	6.225372e+00
3.497494559578044e-06	6.225229e+00
3.498022924541723e-06	6.225151e+00
3.498566569662316e-06	6.225070e+00
3.498881209614918e-06	6.225023e+00
3.499268866472683e-06	6.224966e+00
3.500044180188215e-06	6.224851e+00
3.501468099272701e-06	6.224640e+00
3.503710201263447e-06	6.224308e+00
3.508194405244934e-06	6.223644e+00
3.515050758595236e-06	6.222628e+00
3.528763465295840e-06	6.220595e+00
3.549572973404880e-06	6.217510e+00
3.591191989622961e-06	6.211335e+00
3.644230547706364e-06	6.203458e+00
3.741886797706364e-06	6.188930e+00
3.839543047706363e-06	6.174373e+00
3.937199297706362e-06	6.159791e+00
4.034855547706362e-06	6.145184e+00
4.132511797706361e-06	6.130555e+00
4.230168047706361e-06	6.115907e+00
4.327824297706360e-06	6.101241e+00
4.425480547706359e-06	6.086560e+00
4.523136797706359e-06	6.071866e+00
4.620793047706358e-06	6.057161e+00
4.718449297706358e-06	6.042448e+00
4.816105547706357e-06	6.027728e+00
4.864765366513625e-06	6.020392e+00
4.915213050119270e-06	6.012785e+00
4.936664652522278e-06	6.009551e+00
4.971996163378173e-06	6.004223e+00
5.016878157902302e-06	5.997455e+00
5.075407281698311e-06	5.988629e+00
5.173063531698311e-06	5.973905e+00
5.270719781698310e-06	5.959184e+00
5.368376031698309e-06	5.944470e+00
5.466032281698309e-06	5.929764e+00
5.563688531698308e-06	5.915069e+00
5.759001031698307e-06	5.885719e+00
5.856657281698306e-06	5.871068e+00
5.909067493668803e-06	5.863214e+00
5.909347119530525e-06	5.863172e+00
5.909906371253967e-06	5.863088e+00
5.910728922471908e-06	5.862965e+00
5.911587138992500e-06	5.862836e+00
5.912959182124620e-06	5.862631e+00
5.914418526957829e-06	5.862412e+00
5.916536853454797e-06	5.862095e+00
5.918500027917600e-06	5.861801e+00
5.919221117330350e-06	5.861693e+00
5.919957939099055e-06	5.861582e+00
5.920453990235736e-06	5.861508e+00
5.921028551068986e-06	5.861422e+00
5.921908741421603e-06	5.861290e+00
5.922711946542551e-06	5.861170e+00
5.925225545213320e-06	5.860794e+00
5.927631610953353e-06	5.860433e+00
5.930037676693387e-06	5.860072e+00
5.932443742433421e-06	5.859712e+00
5.934849808173453e-06	5.859352e+00
5.937255873913487e-06	5.858991e+00
5.939661939653521e-06	5.858631e+00
5.942068005393555e-06	5.858271e+00
5.952760695319953e-06	5.856670e+00
5.973771037387188e-06	5.853525e+00
6.013911544792083e-06	5.847519e+00
6.090320990285483e-06	5.836097e+00
6.187977240285483e-06	5.821522e+00
6.285633490285482e-06	5.806973e+00
6.383289740285481e-06	5.792454e+00
6.480945990285481e-06	5.777966e+00
6.578602240285480e-06	5.763511e+00
6.676258490285480e-06	5.749091e+00
6.773914740285479e-06	5.734710e+00
6.871570990285478e-06	5.720368e+00
6.969227240285478e-06	5.706069e+00
7.066883490285477e-06	5.691814e+00
7.164539740285477e-06	5.677605e+00
7.262195990285476e-06	5.663445e+00
7.308063542306103e-06	5.656812e+00
7.346033335862551e-06	5.651329e+00
7.363263511935421e-06	5.648844e+00
7.387799192997864e-06	5.645308e+00
7.414989184851354e-06	5.641392e+00
7.446451285677877e-06	5.636868e+00
7.491172961555719e-06	5.630446e+00
7.540394488363188e-06	5.623391e+00
7.624413572839055e-06	5.611383e+00
7.711022202307844e-06	5.599050e+00
7.808678452307844e-06	5.585200e+00
7.849745012159666e-06	5.579395e+00
7.875201865204523e-06	5.575802e+00
7.875431244298326e-06	5.575769e+00
7.875890002485936e-06	5.575705e+00
7.876807518861156e-06	5.575575e+00
7.878185558400393e-06	5.575381e+00
7.880941637478866e-06	5.574992e+00
7.880970921761473e-06	5.574988e+00
7.881029490326689e-06	5.574980e+00
7.881146627457122e-06	5.574963e+00
7.881380901717988e-06	5.574930e+00
7.881597815516967e-06	5.574900e+00
7.881815959498046e-06	5.574869e+00
7.882573860352761e-06	5.574762e+00
7.883584394825716e-06	5.574619e+00
7.885605463771628e-06	5.574335e+00
7.889647601663452e-06	5.573765e+00
7.897731877447101e-06	5.572625e+00
7.913900429014394e-06	5.570348e+00
7.938735868697636e-06	5.566853e+00
7.980124020227385e-06	5.561038e+00
8.042848893976165e-06	5.552249e+00
8.140505143976165e-06	5.538620e+00
8.238161393976164e-06	5.525062e+00
8.335817643976164e-06	5.511574e+00
8.433473893976163e-06	5.498160e+00
8.531130143976162e-06	5.484821e+00
8.628786393976162e-06	5.471560e+00
8.726442643976161e-06	5.458379e+00
8.824098893976161e-06	5.445279e+00
8.921755143976160e-06	5.432263e+00
9.019411393976159e-06	5.419332e+00
9.117067643976159e-06	5.406489e+00
9.214723893976158e-06	5.393735e+00
9.312380143976158e-06	5.381073e+00
9.410036393976157e-06	5.368503e+00
9.507692643976156e-06	5.356029e+00
9.605348893976156e-06	5.343651e+00
9.703005143976155e-06	5.331373e+00
9.752615907325925e-06	5.325174e+00
9.792061191506639e-06	5.320263e+00
9.816939922022354e-06	5.317175e+00
9.847711451451892e-06	5.313365e+00
9.886748646019973e-06	5.308545e+00
9.930511096187326e-06	5.303162e+00
9.997048330764771e-06	5.295018e+00
1.006899602273834e-05	5.286267e+00
1.016665227273833e-05	5.274483e+00
1.026430852273833e-05	5.262808e+00
1.036196477273833e-05	5.251244e+00
1.045962102273833e-05	5.239793e+00
1.065493352273834e-05	5.217236e+00
1.085024602273834e-05	5.195150e+00
1.094790227273834e-05	5.184288e+00
1.104555852273835e-05	5.173549e+00
1.114321477273835e-05	5.162934e+00
1.124087102273835e-05	5.152446e+00
1.133852727273836e-05	5.142085e+00
1.143618352273836e-05	5.131853e+00
1.148758489830874e-05	5.126520e+00
1.149658030225258e-05	5.125591e+00
1.150666906366701e-05	5.124549e+00
1.150696559416292e-05	5.124519e+00
1.150755865515473e-05	5.124458e+00
1.150846838386810e-05	5.124364e+00
1.150889491668980e-05	5.124320e+00
1.150937673915487e-05	5.124270e+00
1.150978063435700e-05	5.124228e+00
1.151022226495370e-05	5.124183e+00
1.151110552614709e-05	5.124092e+00
1.151230770682978e-05	5.123968e+00
1.151471206819515e-05	5.123721e+00
1.151657412861467e-05	5.123528e+00
1.151720852298818e-05	5.123463e+00
1.151795808681948e-05	5.123386e+00
1.151848066299100e-05	5.123333e+00
1.151906045937977e-05	5.123272e+00
1.152022005215732e-05	5.123153e+00
1.152140468971085e-05	5.123031e+00
1.152344799731041e-05	5.122821e+00
1.152611375619623e-05	5.122547e+00
1.152997748782528e-05	5.122149e+00
1.153576980560270e-05	5.121554e+00
1.154592319921466e-05	5.120512e+00
1.156457837496403e-05	5.118600e+00
1.160188872646278e-05	5.114792e+00
1.164819656937781e-05	5.110092e+00
1.174081225520788e-05	5.100783e+00
1.183846850520788e-05	5.091100e+00
1.193612475520788e-05	5.081553e+00
1.203378100520789e-05	5.072145e+00
1.213143725520789e-05	5.062877e+00
1.218457548287976e-05	5.057893e+00
1.221739328751740e-05	5.054836e+00
1.225362580941979e-05	5.051479e+00
1.227391495159940e-05	5.049608e+00
1.229681485386414e-05	5.047503e+00
1.232162738829319e-05	5.045232e+00
1.232338897108300e-05	5.045072e+00
1.232573774813610e-05	5.044857e+00
1.232914007289639e-05	5.044547e+00
1.233180806979298e-05	5.044303e+00
1.233456532195380e-05	5.044052e+00
1.233581549822340e-05	5.043938e+00
1.233695368558195e-05	5.043834e+00
1.233791135769177e-05	5.043747e+00
1.233895184355394e-05	5.043652e+00
1.234103281527829e-05	5.043463e+00
1.234254385391295e-05	5.043325e+00
1.234327746907922e-05	5.043258e+00
1.234374450436414e-05	5.043216e+00
1.234429694854227e-05	5.043165e+00
1.234509048007426e-05	5.043093e+00
1.234704074355833e-05	5.042916e+00
1.235008476778382e-05	5.042639e+00
1.235225964872864e-05	5.042441e+00
1.235514199781510e-05	5.042180e+00
1.235935283419559e-05	5.041797e+00
1.236597401207288e-05	5.041196e+00
1.237739269280227e-05	5.040162e+00
1.240022688198923e-05	5.038099e+00
1.243907979090661e-05	5.034608e+00
1.251678560874138e-05	5.027694e+00
1.261444185874138e-05	5.019137e+00
1.271209810874138e-05	5.010727e+00
1.280975435874139e-05	5.002467e+00
1.290741060874139e-05	4.994356e+00
1.300506685874139e-05	4.986397e+00
1.310272310874139e-05	4.978591e+00
1.320037935874140e-05	4.970939e+00
1.329803560874140e-05	4.963441e+00
1.339569185874140e-05	4.956100e+00
1.349334810874141e-05	4.948915e+00
1.359100435874141e-05	4.941890e+00
1.368866060874141e-05	4.935023e+00
1.378631685874141e-05	4.928317e+00
1.388397310874142e-05	4.921772e+00
1.398162935874142e-05	4.915390e+00
1.407928560874142e-05	4.909171e+00
1.417694185874142e-05	4.903116e+00
1.427459810874143e-05	4.897226e+00
1.437225435874143e-05	4.891503e+00
1.446991060874143e-05	4.885946e+00
1.456756685874144e-05	4.880558e+00
1.464841985408431e-05	4.876224e+00
1.469378777482460e-05	4.873843e+00
1.474105794064308e-05	4.871400e+00
1.476042421727696e-05	4.870411e+00
1.479692498814487e-05	4.868566e+00
1.483810413414825e-05	4.866512e+00
1.489545441936187e-05	4.863702e+00
1.499089971347921e-05	4.859157e+00
1.508828468615476e-05	4.854689e+00
1.518594093615476e-05	4.850380e+00
1.528359718615476e-05	4.846244e+00
1.538125343615477e-05	4.842283e+00
1.557656593615477e-05	4.834883e+00
1.577187843615478e-05	4.828185e+00
1.586953468615478e-05	4.825100e+00
1.596719093615478e-05	4.822192e+00
1.606484718615479e-05	4.819462e+00
1.616250343615479e-05	4.816910e+00
1.626015968615479e-05	4.814535e+00
1.635781593615479e-05	4.812339e+00
1.645547218615480e-05	4.810323e+00
1.655312843615480e-05	4.808485e+00
1.665078468615480e-05	4.806827e+00
1.674844093615481e-05	4.805348e+00
1.675499234940316e-05	4.805255e+00
1.676809517589988e-05	4.805072e+00
1.679430082889331e-05	4.804716e+00
1.682657595710582e-05	4.804294e+00
1.684148316632987e-05	4.804106e+00
1.684161565427575e-05	4.804105e+00
1.684188063016749e-05	4.804101e+00
1.684241058195096e-05	4.804095e+00
1.684323966496091e-05	4.804084e+00
1.684489783098080e-05	4.804064e+00
1.684821416302057e-05	4.804023e+00
1.685055901443410e-05	4.803994e+00
1.685114522728749e-05	4.803987e+00
1.685168581247568e-05	4.803980e+00
1.685206668140000e-05	4.803976e+00
1.685237976544155e-05	4.803972e+00
