time	V(vr)
0.000000000000000e+00	7.911902e+00
9.563389157360880e-10	7.911935e+00
2.869016747204876e-09	7.912002e+00
6.694372410145840e-09	7.912136e+00
1.121861881386523e-08	7.912293e+00
1.670281708946673e-08	7.912485e+00
2.299027699697421e-08	7.912704e+00
3.240436628367118e-08	7.913031e+00
4.141089944637025e-08	7.913343e+00
5.230633554011746e-08	7.913721e+00
6.443420159312513e-08	7.914140e+00
7.903770514184190e-08	7.914643e+00
9.701385648957017e-08	7.915260e+00
1.213191442686949e-07	7.916092e+00
1.544668441288409e-07	7.917220e+00
2.029730938815785e-07	7.918856e+00
2.758740573217425e-07	7.921286e+00
9.594678073217384e-07	7.942304e+00
1.057124057321738e-06	7.945045e+00
1.154780307321737e-06	7.947721e+00
1.249765123110276e-06	7.950260e+00
1.400197686586285e-06	7.954154e+00
1.468190951813952e-06	7.955862e+00
1.471120986165954e-06	7.955935e+00
1.471609325224622e-06	7.955947e+00
1.472586003341957e-06	7.955971e+00
1.472637998561298e-06	7.955973e+00
1.472741988999978e-06	7.955975e+00
1.472815815613742e-06	7.955977e+00
1.472874638466639e-06	7.955978e+00
1.472920683913232e-06	7.955979e+00
1.472965899643179e-06	7.955981e+00
1.473002378184768e-06	7.955982e+00
1.473041557978319e-06	7.955983e+00
1.473119917565425e-06	7.955985e+00
1.473276636739633e-06	7.955988e+00
1.473590075088049e-06	7.955996e+00
1.474216951784886e-06	7.956012e+00
1.475470705178558e-06	7.956043e+00
1.476897904137030e-06	7.956079e+00
1.478769920254824e-06	7.956125e+00
1.481129025078915e-06	7.956183e+00
1.484851938215125e-06	7.956275e+00
1.488649507396170e-06	7.956370e+00
1.492915115849701e-06	7.956475e+00
1.497443650396303e-06	7.956587e+00
1.503513546735182e-06	7.956737e+00
1.511574495922686e-06	7.956935e+00
1.524654792866339e-06	7.957256e+00
1.539249215522784e-06	7.957613e+00
1.552587136406362e-06	7.957938e+00
1.570002337779635e-06	7.958360e+00
1.581860539241161e-06	7.958647e+00
1.591151657878075e-06	7.958870e+00
1.595447859816497e-06	7.958973e+00
1.599623112579197e-06	7.959074e+00
1.602218484798303e-06	7.959136e+00
1.605301192235265e-06	7.959209e+00
1.608944477346198e-06	7.959297e+00
1.612961195686532e-06	7.959393e+00
1.617981345573239e-06	7.959513e+00
1.623812323481977e-06	7.959651e+00
1.632074199101887e-06	7.959848e+00
1.646177749706241e-06	7.960183e+00
1.660906156699285e-06	7.960530e+00
1.674649577372287e-06	7.960853e+00
1.691749176549903e-06	7.961253e+00
1.717677294835146e-06	7.961856e+00
1.769533531405633e-06	7.963048e+00
1.828884987959790e-06	7.964388e+00
1.907773602048185e-06	7.966133e+00
2.005429852048184e-06	7.968232e+00
2.103086102048183e-06	7.970264e+00
2.298398602048182e-06	7.974130e+00
2.591367352048181e-06	7.979426e+00
2.661121816333894e-06	7.980599e+00
2.730876280619608e-06	7.981737e+00
2.800630744905322e-06	7.982840e+00
2.870385209191036e-06	7.983910e+00
2.940139673476750e-06	7.984945e+00
3.009894137762464e-06	7.985946e+00
3.079648602048178e-06	7.986913e+00
3.177304852048177e-06	7.988209e+00
3.274961102048176e-06	7.989437e+00
3.368364347091786e-06	7.990549e+00
3.430607608776030e-06	7.991256e+00
3.503892607712486e-06	7.992053e+00
3.585326046035735e-06	7.992894e+00
3.612731442674707e-06	7.993166e+00
3.627694563700629e-06	7.993313e+00
3.634812926381802e-06	7.993382e+00
3.641448260854103e-06	7.993446e+00
3.648547210150009e-06	7.993515e+00
3.656117563352449e-06	7.993587e+00
3.669239964220310e-06	7.993711e+00
3.682999530337370e-06	7.993841e+00
3.708955996407937e-06	7.994081e+00
3.709752439777339e-06	7.994088e+00
3.711345326516144e-06	7.994103e+00
3.712539991570248e-06	7.994114e+00
3.714182656019642e-06	7.994129e+00
3.714307100296109e-06	7.994130e+00
3.714356878006698e-06	7.994131e+00
3.714369322434345e-06	7.994131e+00
3.714394211289638e-06	7.994131e+00
3.714416294918485e-06	7.994131e+00
3.714419977752230e-06	7.994131e+00
3.714427343419724e-06	7.994131e+00
3.714442074754708e-06	7.994131e+00
3.714471537424675e-06	7.994132e+00
3.714530462764611e-06	7.994132e+00
3.714648313444486e-06	7.994133e+00
3.714884014804232e-06	7.994135e+00
3.715355417523728e-06	7.994140e+00
3.716298222962719e-06	7.994148e+00
3.717759717587598e-06	7.994162e+00
3.719307082267512e-06	7.994175e+00
3.721441755391311e-06	7.994195e+00
3.724529392663950e-06	7.994223e+00
3.728745207910275e-06	7.994261e+00
3.732623611997596e-06	7.994296e+00
3.737107221250221e-06	7.994336e+00
3.742151399602354e-06	7.994381e+00
3.749493923363978e-06	7.994447e+00
3.760860906971269e-06	7.994547e+00
3.771562183137280e-06	7.994641e+00
3.785854199344940e-06	7.994765e+00
3.799051290638395e-06	7.994878e+00
3.820370170815320e-06	7.995058e+00
3.824154888914627e-06	7.995090e+00
3.831724325113243e-06	7.995153e+00
3.833616684162898e-06	7.995168e+00
3.833854174534013e-06	7.995171e+00
3.834329155276244e-06	7.995174e+00
