time	V(vb)
0.000000000000000e+00	6.780731e+00
1.818398196225940e-09	6.778357e+00
5.455194588681209e-09	6.773376e+00
1.272878737359175e-08	6.763029e+00
1.882083719873068e-08	6.754318e+00
2.565749042742911e-08	6.744642e+00
3.328855977377377e-08	6.734015e+00
4.328332709479342e-08	6.720437e+00
5.602541149368038e-08	6.703669e+00
6.760660885928214e-08	6.688968e+00
8.244596107086745e-08	6.670750e+00
9.939050369158484e-08	6.650483e+00
1.254424860212121e-07	6.619901e+00
1.605552066663965e-07	6.579110e+00
2.203551139367216e-07	6.509975e+00
3.075059562880141e-07	6.409441e+00
4.802337210791238e-07	6.210725e+00
6.755462210791226e-07	5.987235e+00
8.708587210791214e-07	5.766109e+00
1.066171221079120e-06	5.549151e+00
1.261483721079119e-06	5.338865e+00
1.456796221079118e-06	5.137669e+00
1.594638890240468e-06	5.006398e+00
1.726631704980531e-06	4.901965e+00
1.863776582187092e-06	4.843477e+00
2.059089082187090e-06	4.854702e+00
2.144443599840985e-06	4.903559e+00
2.192659088182877e-06	4.951363e+00
2.236250970437209e-06	5.001771e+00
2.250124949083429e-06	5.018322e+00
2.277872906375873e-06	5.051538e+00
2.304888294708180e-06	5.083881e+00
2.350313996924537e-06	5.138288e+00
2.409052091088818e-06	5.208656e+00
2.477352326179774e-06	5.290464e+00
2.611451316562900e-06	5.450932e+00
2.763120387163628e-06	5.631958e+00
2.958432887163626e-06	5.863810e+00
3.153745387163625e-06	6.093167e+00
3.349057887163624e-06	6.318024e+00
3.544370387163623e-06	6.535891e+00
3.739682887163622e-06	6.743878e+00
3.934995387163620e-06	6.938718e+00
4.071469255071939e-06	7.057342e+00
4.220934557680789e-06	7.157488e+00
4.303246031736080e-06	7.195483e+00
4.312248849210879e-06	7.197600e+00
4.314821082775108e-06	7.198060e+00
4.319965549903564e-06	7.198743e+00
4.324686431576749e-06	7.199174e+00
4.328268675765575e-06	7.199506e+00
4.330652623600138e-06	7.199805e+00
4.332415418074670e-06	7.200058e+00
4.334090829292895e-06	7.200301e+00
4.335724148515175e-06	7.200530e+00
4.338990786959737e-06	7.200954e+00
4.345524063848862e-06	7.201722e+00
4.346495002970713e-06	7.201823e+00
4.347534883210366e-06	7.201921e+00
4.348690582376196e-06	7.202025e+00
4.349315686008020e-06	7.202079e+00
4.350080227116888e-06	7.202141e+00
4.351609309334629e-06	7.202256e+00
4.357596815243031e-06	7.202588e+00
4.364147678400810e-06	7.202749e+00
4.373964123012874e-06	7.202566e+00
4.393597012237004e-06	7.201408e+00
4.398286318606259e-06	7.200861e+00
4.404538727098597e-06	7.200050e+00
4.414799955352955e-06	7.198783e+00
4.418833659448105e-06	7.198185e+00
4.421359421427781e-06	7.197670e+00
4.423725396074698e-06	7.197091e+00
4.426118185954192e-06	7.196459e+00
4.430903765713180e-06	7.195135e+00
4.431005490069745e-06	7.195106e+00
4.431208938782880e-06	7.195046e+00
4.431568247321199e-06	7.194942e+00
4.431873867091416e-06	7.194852e+00
4.432174084739741e-06	7.194764e+00
4.432450068771264e-06	7.194682e+00
4.433002036834310e-06	7.194518e+00
4.433538948735737e-06	7.194358e+00
4.437052825974079e-06	7.193282e+00
4.442325449254435e-06	7.191584e+00
4.453712465081607e-06	7.187531e+00
4.466371817033750e-06	7.182308e+00
4.490922687445114e-06	7.170009e+00
4.532688128537462e-06	7.143693e+00
4.573532932878446e-06	7.111455e+00
4.605123752680179e-06	7.081127e+00
4.640266058801787e-06	7.043211e+00
4.661580613454964e-06	7.019166e+00
4.692984138440424e-06	6.983193e+00
4.727692035388339e-06	6.943233e+00
4.770412823074096e-06	6.893907e+00
4.834557923689204e-06	6.819756e+00
4.899398069389312e-06	6.744784e+00
5.029078360789532e-06	6.594903e+00
5.172594323297658e-06	6.429255e+00
5.367906823297657e-06	6.204481e+00
5.563219323297656e-06	5.981004e+00
5.758531823297655e-06	5.759964e+00
5.953844323297654e-06	5.543155e+00
6.149156823297653e-06	5.333096e+00
6.344469323297651e-06	5.132191e+00
6.481088756082258e-06	5.002460e+00
6.613341828530114e-06	4.898570e+00
6.750143033622904e-06	4.841682e+00
6.945455533622903e-06	4.855513e+00
7.029184147347080e-06	4.904499e+00
7.076720649195959e-06	4.952003e+00
7.119814129036102e-06	5.001905e+00
7.133679933703542e-06	5.018447e+00
7.161411543038422e-06	5.051644e+00
7.189517608971928e-06	5.085293e+00
7.231135391934049e-06	5.135139e+00
7.296141445491661e-06	5.213016e+00
7.359332829801997e-06	5.288706e+00
7.485715598422668e-06	5.439956e+00
7.628760040066967e-06	5.610738e+00
7.824072540066966e-06	5.842744e+00
8.019385040066964e-06	6.072404e+00
8.214697540066963e-06	6.297768e+00
8.410010040066962e-06	6.516379e+00
8.605322540066961e-06	6.725610e+00
8.800635040066960e-06	6.923449e+00
8.930480247349745e-06	7.041340e+00
9.077414233184336e-06	7.153858e+00
9.117651763621515e-06	7.178474e+00
9.118020307801776e-06	7.178657e+00
9.118757396162297e-06	7.179000e+00
9.120231572883344e-06	7.179697e+00
9.121811186906458e-06	7.180452e+00
9.124302307864735e-06	7.181644e+00
9.129284549781290e-06	7.183983e+00
9.137726426589780e-06	7.187718e+00
9.154610180206764e-06	7.194385e+00
9.176700225496023e-06	7.201258e+00
9.220880316074543e-06	7.209859e+00
9.264437677429358e-06	7.210071e+00
9.351552400138990e-06	7.190417e+00
9.406597500648359e-06	7.165977e+00
9.433839521934683e-06	7.149284e+00
9.434055484912195e-06	7.149135e+00
9.434487410867223e-06	7.148826e+00
9.435351262777275e-06	7.148196e+00
9.436608806612314e-06	7.147254e+00
9.439036904775387e-06	7.145388e+00
9.440346108516309e-06	7.144363e+00
9.440900436879282e-06	7.143924e+00
9.441410528932575e-06	7.143517e+00
9.441873271894359e-06	7.143146e+00
9.442359199428328e-06	7.142756e+00
9.443050247042029e-06	7.142198e+00
9.445709744806805e-06	7.140027e+00
9.448617245206266e-06	7.137617e+00
9.450574580253862e-06	7.135975e+00
9.453195743068200e-06	7.133749e+00
9.456898392764538e-06	7.130539e+00
9.462499536700201e-06	7.125490e+00
9.472023019593837e-06	7.116364e+00
9.489914620712446e-06	7.098064e+00
9.513027899763749e-06	7.073125e+00
