time	V(vb)
0.000000000000000e+00	8.024751e+00
1.301798828816077e-09	8.022285e+00
3.905396486444842e-09	8.017158e+00
9.112591801705761e-09	8.006487e+00
1.439292824477811e-08	7.995704e+00
2.040190376180329e-08	7.983534e+00
2.712789695624482e-08	7.970008e+00
3.843106101965142e-08	7.947622e+00
5.103873869127093e-08	7.923275e+00
6.259489354594073e-08	7.901528e+00
7.647738529384298e-08	7.875976e+00
9.318277539457854e-08	7.845792e+00
1.170664607773374e-07	7.803239e+00
1.459499319743553e-07	7.752222e+00
1.700386262265155e-07	7.709821e+00
1.937504632474837e-07	7.668128e+00
2.197291105668257e-07	7.622469e+00
2.198417165050647e-07	7.622271e+00
2.200669283815427e-07	7.621875e+00
2.213316783149731e-07	7.619653e+00
2.225964282484036e-07	7.617430e+00
2.238611781818340e-07	7.615207e+00
2.251259281152644e-07	7.612985e+00
2.263906780486948e-07	7.610762e+00
2.276554279821252e-07	7.608540e+00
2.289201779155557e-07	7.606318e+00
2.289971298054503e-07	7.606183e+00
2.290163677779257e-07	7.606149e+00
2.290548437228730e-07	7.606081e+00
2.290644627091107e-07	7.606064e+00
2.290837006815860e-07	7.606030e+00
2.290885101747049e-07	7.606022e+00
2.290981291609426e-07	7.606005e+00
2.290999507564835e-07	7.606002e+00
2.291035939475621e-07	7.605995e+00
2.291108803297191e-07	7.605983e+00
2.291254530940367e-07	7.605957e+00
2.291545986226718e-07	7.605906e+00
2.292128896799421e-07	7.605803e+00
2.293294717944825e-07	7.605598e+00
2.295626360235635e-07	7.605189e+00
2.300289644817254e-07	7.604369e+00
2.309616213980492e-07	7.602730e+00
2.328269352306967e-07	7.599452e+00
2.440188182265821e-07	7.579787e+00
1.715663892854821e-06	4.995177e+00
1.813320142854820e-06	4.823747e+00
1.910976392854820e-06	4.652327e+00
2.008632642854819e-06	4.480915e+00
2.088687645008153e-06	4.340407e+00
2.176455258391214e-06	4.186370e+00
2.210236639098552e-06	4.127083e+00
2.258912124812760e-06	4.041660e+00
2.264322690348035e-06	4.032165e+00
2.264814461197165e-06	4.031302e+00
2.264937403909447e-06	4.031086e+00
2.265183289334014e-06	4.030655e+00
2.265675060183144e-06	4.029792e+00
2.265680244277651e-06	4.029783e+00
2.265690612466668e-06	4.029765e+00
2.265711348844700e-06	4.029728e+00
2.265752821600763e-06	4.029657e+00
2.265789074085968e-06	4.029593e+00
2.265824850532498e-06	4.029528e+00
2.265859486657636e-06	4.029463e+00
2.265896552951440e-06	4.029392e+00
2.265970685539044e-06	4.029243e+00
2.266118950714257e-06	4.028926e+00
2.266415481064678e-06	4.028213e+00
2.267008541765521e-06	4.026528e+00
2.268194663167207e-06	4.022451e+00
2.269692870299138e-06	4.016510e+00
2.271532842050084e-06	4.008704e+00
2.273951770639383e-06	3.998301e+00
2.277680483387943e-06	3.982801e+00
2.281438141225484e-06	3.968219e+00
2.285857078134890e-06	3.952584e+00
2.290434258285259e-06	3.938088e+00
2.296713002060764e-06	3.920777e+00
2.304917943324631e-06	3.902096e+00
2.317746348897844e-06	3.880341e+00
2.332719205452870e-06	3.864660e+00
2.346232317281556e-06	3.858415e+00
2.364384784364005e-06	3.860864e+00
2.375212538046543e-06	3.868039e+00
2.384257262375156e-06	3.877208e+00
2.388546946434678e-06	3.886993e+00
2.392427024654505e-06	3.900759e+00
2.394716821861066e-06	3.909333e+00
2.397774962215186e-06	3.920619e+00
2.401930797208061e-06	3.935338e+00
2.406421363883483e-06	3.950277e+00
2.411693652719879e-06	3.966550e+00
2.418037452296442e-06	3.984560e+00
2.427414669181749e-06	4.008798e+00
2.439355346277995e-06	4.036888e+00
2.452886158610863e-06	4.066520e+00
2.467269239828032e-06	4.096662e+00
2.485538436697722e-06	4.133965e+00
2.513279331819270e-06	4.189687e+00
2.564945190034870e-06	4.292562e+00
2.628109923958305e-06	4.418073e+00
2.709934725795667e-06	4.580819e+00
2.807590975795666e-06	4.775239e+00
2.905247225795666e-06	4.969802e+00
3.100559725795665e-06	5.359215e+00
3.393528475795663e-06	5.943768e+00
3.482465417759948e-06	6.121291e+00
3.571402359724233e-06	6.298828e+00
3.660339301688518e-06	6.476378e+00
3.749276243652803e-06	6.653942e+00
3.838213185617089e-06	6.831519e+00
3.927150127581373e-06	7.009110e+00
4.016087069545659e-06	7.186714e+00
4.064915194545660e-06	7.284223e+00
4.139318089823272e-06	7.432808e+00
4.220321532105496e-06	7.594582e+00
4.302129445854708e-06	7.757853e+00
4.361995655448853e-06	7.877145e+00
4.433045827025656e-06	8.018502e+00
4.521415978518578e-06	8.193862e+00
4.556389570080600e-06	8.282227e+00
4.566869161220633e-06	8.319993e+00
4.572262681393526e-06	8.338066e+00
4.577439621981804e-06	8.352818e+00
4.582259883126735e-06	8.364964e+00
4.588223582395576e-06	8.378009e+00
4.600150980933261e-06	8.398476e+00
4.613798132846053e-06	8.413765e+00
4.628175599775613e-06	8.421453e+00
4.645868628354565e-06	8.420458e+00
4.650118588810492e-06	8.418235e+00
4.658618509722346e-06	8.412436e+00
4.659245936994085e-06	8.411880e+00
4.660500791537565e-06	8.410748e+00
4.663010500624525e-06	8.408347e+00
4.663088929033492e-06	8.408269e+00
4.663245785851428e-06	8.408112e+00
4.663250687626988e-06	8.408107e+00
4.663260491178110e-06	8.408096e+00
4.663262942065889e-06	8.408094e+00
4.663267843841449e-06	8.408089e+00
4.663277647392571e-06	8.408078e+00
4.663291006940041e-06	8.408064e+00
4.663304132226587e-06	8.408050e+00
4.663330382799680e-06	8.408021e+00
4.663382883945865e-06	8.407961e+00
4.663487886238235e-06	8.407829e+00
4.663697890822971e-06	8.407523e+00
4.664117899992447e-06	8.406757e+00
4.664957918331399e-06	8.404758e+00
4.666533743241071e-06	8.399957e+00
4.668018136528866e-06	8.394741e+00
4.670249814254899e-06	8.386497e+00
4.673088133888785e-06	8.375954e+00
4.676997426894269e-06	8.361969e+00
4.681192455939018e-06	8.347934e+00
4.685561869637249e-06	8.334426e+00
